,Taxonomy,Collection_Date,Cumulative_Count_x,Count_x,Cumulative_Count_y,Count_y
20588,Primate tetraparvovirus 1,2008.0,147.0,29.0,88,23
20589,Limestone Canyon virus,2008.0,19.0,3.0,19,3
20590,Haloarcula virus HVTV-2,2008.0,176.0,176.0,1,1
20591,Sclerotimonavirus illinoisense,2008.0,1.0,1.0,1,1
20592,Bottle gourd mottle virus,2008.0,4.0,4.0,1,1
20593,Avian coronavirus,2008.0,2759.0,589.0,1648,415
20594,Chilli leaf curl Vellanad virus,2008.0,12.0,12.0,2,2
20595,Enterovirus F,2008.0,3.0,1.0,4,2
20596,Sclerotimonavirus fusarii,2008.0,3.0,3.0,1,1
20597,Pseudomonas phage LKA5,2008.0,66.0,66.0,1,1
20598,Human polyomavirus 2,2008.0,164.0,33.0,172,27
20599,Rhabdovirus SA08_00821,2008.0,1.0,1.0,1,1
20600,Porcine circovirus 2,2008.0,1874.0,417.0,1395,243
20601,Rotavirus turkey/MN/D-059867/2008,2008.0,1.0,1.0,1,1
20602,Mycobacterium virus Sebata,2008.0,460.0,460.0,2,2
20603,Haloferacalesvirus,2008.0,990.0,507.0,8,4
20604,Bixzunavirus,2008.0,1810.0,1572.0,8,7
20605,Haloarcula virus HJTV-2,2008.0,140.0,140.0,1,1
20606,Tomato leaf curl Bangalore virus,2008.0,48.0,30.0,8,5
20607,Cyanophage S-RIM116,2008.0,1.0,1.0,1,1
20608,Cyanophage S-RIM115,2008.0,1.0,1.0,1,1
20609,Mammalian 1 orthobornavirus,2008.0,73.0,3.0,21,1
20610,Human polyomavirus 3,2008.0,33.0,24.0,28,19
20611,Mycobacterium virus Soto,2008.0,498.0,396.0,5,4
20612,Getah virus,2008.0,39.0,14.0,41,19
20613,African cassava mosaic Burkina Faso virus,2008.0,34.0,34.0,7,7
20614,Iridovirus,2008.0,12.0,4.0,12,4
20615,Nora virus,2008.0,44.0,33.0,11,9
20616,Cowpea aphid-borne mosaic virus,2008.0,18.0,2.0,18,2
20617,Primate T-lymphotropic virus 1,2008.0,538.0,61.0,916,149
20618,Mycobacterium virus Peaches,2008.0,258.0,258.0,3,3
20619,Adenovirus Hu/RJ/2008-339/Brazil/2008,2008.0,1.0,1.0,1,1
20620,Adenovirus Hu/RJ/2008-340/Brazil/2008,2008.0,1.0,1.0,1,1
20621,Enterovirus E,2008.0,2.0,1.0,2,1
20622,Kashmir bee virus,2008.0,3.0,1.0,10,4
20623,Avian leukosis virus,2008.0,71.0,19.0,61,16
20624,Adenovirus Hu/RJ/2008-341/Brazil/2008,2008.0,1.0,1.0,1,1
20625,Synechococcus T7-like virus oc6d,2008.0,1.0,1.0,1,1
20626,Human polyomavirus 5,2008.0,58.0,27.0,37,17
20627,Begomovirus pumpkin/Suphan Buri/Mar2008,2008.0,1.0,1.0,1,1
20628,HMO Astrovirus A,2008.0,8.0,3.0,6,3
20629,Alphanudivirus,2008.0,416.0,5.0,8,5
20630,Niminivirus,2008.0,8.0,8.0,2,2
20631,Carnivore amdoparvovirus 1,2008.0,315.0,142.0,351,171
20632,Tomato leaf curl Bangladesh betasatellite,2008.0,8.0,6.0,8,6
20633,Influenza A virus,2008.0,201069.0,32079.0,151085,24416
20634,Salivirus A,2008.0,62.0,25.0,50,27
20635,Diaphorina citri reovirus,2008.0,9.0,9.0,9,9
20636,Cyrtanthus elatus virus A,2008.0,3.0,3.0,3,3
20637,Charybdisvirus,2008.0,239.0,239.0,1,1
20638,Przondovirus,2008.0,88.0,88.0,2,2
20639,Human polyomavirus 8,2008.0,30.0,6.0,5,1
20640,Grapevine associated chrysovirus-4,2008.0,1.0,1.0,1,1
20641,Enterovirus B,2008.0,6549.0,1212.0,6953,1282
20642,Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta,2008.0,1.0,1.0,1,1
20643,Camel contagious ecthyma virus,2008.0,6.0,1.0,6,1
20644,ASFV-like virus WU,2008.0,0.0,0.0,15,15
20645,Grapevine associated chrysovirus-3,2008.0,1.0,1.0,1,1
20646,Lumpy skin disease virus,2008.0,1648.0,35.0,91,28
20647,Chuviridae,2008.0,8.0,8.0,2,2
20648,Betanodavirus,2008.0,334.0,102.0,332,102
20649,Rhinolophus ferrumequinum rhabdovirus 2,2008.0,1.0,1.0,1,1
20650,Picornaviridae,2008.0,28189.0,6257.0,30140,6760
20651,Pseudomonas phage JOR,2008.0,49.0,49.0,1,1
20652,Mycobacterium phage Eagle,2008.0,87.0,87.0,1,1
20653,Coronavirus N.noc/VM366/2008/NLD,2008.0,1.0,1.0,1,1
20654,Tahyna orthobunyavirus,2008.0,85.0,3.0,58,3
20655,Infectious spleen and kidney necrosis virus,2008.0,671.0,17.0,169,21
20656,Feline immunodeficiency virus,2008.0,515.0,32.0,358,23
20657,Cheilinus trilobatus nervous necrosis virus,2008.0,1.0,1.0,1,1
20658,Nebovirus,2008.0,7.0,2.0,7,2
20659,Grapevine associated chrysovirus-1,2008.0,1.0,1.0,1,1
20660,Nimaviridae,2008.0,1140.0,192.0,201,9
20661,Potato virus Y,2008.0,965.0,93.0,972,97
20662,Grapevine associated chrysovirus-2,2008.0,1.0,1.0,1,1
20663,Gyrovirus 10,2008.0,42.0,13.0,37,13
20664,Alloherpesviridae,2008.0,2417.0,155.0,117,28
20665,Feline calicivirus,2008.0,390.0,6.0,373,6
20666,Paramyxovirus bat/GH16/2008,2008.0,1.0,1.0,1,1
20667,Grapevine associated hypovirus-1,2008.0,3.0,3.0,3,3
20668,Nitratiruptor phage NrS-2,2008.0,66.0,66.0,1,1
20669,Nitratiruptor phage NrS-3,2008.0,66.0,66.0,1,1
20670,Nitratiruptor phage NrS-4,2008.0,59.0,59.0,1,1
20671,Nitratiruptor phage NrS-5,2008.0,59.0,59.0,1,1
20672,Human polyomavirus 6,2008.0,5.0,5.0,1,1
20673,Bathycoccus sp. RCC1105 virus BpV,2008.0,616.0,210.0,3,1
20674,Japanese holly fern mottle pteridovirus,2008.0,1.0,1.0,1,1
20675,Heterobasidion orthocurvulavirus,2008.0,21.0,8.0,21,8
20676,Alphapapillomavirus 11,2008.0,23.0,23.0,23,23
20677,Grapevine associated mycovirus-3,2008.0,1.0,1.0,1,1
20678,Gyrovirus homsa1,2008.0,6.0,6.0,2,2
20679,Flavivirus Culex theileri/R245/PRT/2008,2008.0,1.0,1.0,1,1
20680,Flavivirus Culex theileri/R265/PRT/2008,2008.0,1.0,1.0,1,1
20681,Chaq virus,2008.0,17.0,17.0,17,17
20682,Infectious bursal disease virus,2008.0,991.0,162.0,976,161
20683,Grapevine associated mycovirus-2,2008.0,1.0,1.0,1,1
20684,Alphapapillomavirus 10,2008.0,194.0,71.0,147,87
20685,Allexivirus,2008.0,121.0,99.0,84,72
20686,Grapevine associated mycovirus-1,2008.0,1.0,1.0,1,1
20687,Nipah henipavirus,2008.0,182.0,42.0,39,13
20688,Paramyxovirus bat/GH18/2008,2008.0,1.0,1.0,1,1
20689,Japanese soil-borne wheat mosaic virus,2008.0,18.0,12.0,6,4
20690,Kostyavirus,2008.0,1869.0,1136.0,13,8
20691,Gyrovirus galga1,2008.0,28.0,4.0,23,2
20692,Cardiovirus D,2008.0,9.0,2.0,7,2
20693,Limestonevirus,2008.0,402.0,402.0,2,2
20694,Alphapapillomavirus,2008.0,4047.0,2228.0,2838,1189
20695,Spodoptera exempta nucleopolyhedrovirus,2008.0,279.0,1.0,3,1
20696,Fimoviridae,2008.0,86.0,42.0,87,42
20697,Diaphania pulverulentalis nucleopolyhedrovirus,2008.0,1.0,1.0,1,1
20698,Roufvirus,2008.0,310.0,310.0,4,4
20699,Avsunviroid,2008.0,0.0,0.0,3,3
20700,Cyanophage S-RIM100,2008.0,1.0,1.0,1,1
20701,Mammalian orthoreovirus,2008.0,171.0,22.0,167,20
20702,Bat paramyxovirus,2008.0,12.0,4.0,12,4
20703,Alphapapillomavirus 1,2008.0,35.0,25.0,31,25
20704,Gentian Kobu-sho-associated virus,2008.0,5.0,5.0,5,5
20705,Enterovirus G,2008.0,38.0,7.0,38,7
20706,Pseudomonas phage M5.1,2008.0,174.0,174.0,1,1
20707,Bat coronavirus Philippines/Diliman1525G2/2008,2008.0,6.0,6.0,2,2
20708,Picobirnavirus,2008.0,410.0,28.0,493,18
20709,Acanthurus dussumieri iridovirus,2008.0,1.0,1.0,1,1
20710,Muscavirus,2008.0,65.0,40.0,65,40
20711,Chilli leaf curl alphasatellite,2008.0,6.0,4.0,6,4
20712,Alphapapillomavirus 7,2008.0,713.0,543.0,250,165
20713,Strawberry crinkle cytorhabdovirus,2008.0,6.0,1.0,6,1
20714,Avsunviroidae,2008.0,0.0,0.0,52,49
20715,Acionnavirus,2008.0,667.0,667.0,3,3
20716,Avastrovirus 2,2008.0,29.0,8.0,21,8
20717,Parapoxvirus of red deer in New Zealand,2008.0,7.0,4.0,7,4
20718,Musca hytrosavirus,2008.0,65.0,40.0,65,40
20719,Ephemerovirus,2008.0,393.0,17.0,201,8
20720,Human papillomavirus,2008.0,1421.0,229.0,1428,209
20721,Musa acuminata endogenous badnavirus,2008.0,2.0,2.0,4,4
20722,Katsuwonus pelamis iridovirus,2008.0,1.0,1.0,1,1
20723,Human papillomavirus KC5,2008.0,14.0,14.0,2,2
20724,Lavidaviridae,2008.0,89.0,25.0,4,1
20725,Luffa aphid-borne yellows virus,2008.0,6.0,6.0,2,2
20726,Norwalk virus,2008.0,10304.0,2835.0,7888,2388
20727,Parapoxvirus,2008.0,620.0,64.0,345,66
20728,Cyprinivirus,2008.0,2030.0,155.0,101,28
20729,Rhinolophus bat coronavirus/Rwanda/445/2008,2008.0,1.0,1.0,1,1
20730,Human papillomavirus type 85,2008.0,1.0,1.0,1,1
20731,Black currant leaf chlorosis associated virus,2008.0,3.0,3.0,2,2
20732,Rhinolophus bat coronavirus/Rwanda/441/2008,2008.0,1.0,1.0,1,1
20733,Mus musculus polyomavirus 2,2008.0,15.0,15.0,3,3
20734,Chaoyang virus,2008.0,4.0,3.0,4,3
20735,Sapelovirus,2008.0,171.0,2.0,171,2
20736,Tomato leaf curl Cameroon alphasatellite,2008.0,6.0,2.0,6,2
20737,Latino mammarenavirus,2008.0,29.0,6.0,31,6
20738,Synechococcus phage S-RIM2,2008.0,1342.0,1.0,278,1
20739,Bat coronavirus Philippines/Diliman1552G1/2008,2008.0,1.0,1.0,1,1
20740,Salicola phage CGphi29,2008.0,128.0,128.0,2,2
20741,Alphabaculovirus,2008.0,14365.0,970.0,349,28
20742,Banana bunchy top virus,2008.0,351.0,72.0,414,83
20743,Traemmersee orthohantavirus,2008.0,3.0,3.0,3,3
20744,Influenza B virus,2008.0,19964.0,5233.0,15194,3881
20745,Sweet potato chlorotic stunt virus,2008.0,269.0,5.0,72,5
20746,Grapevine fanleaf virus,2008.0,106.0,34.0,113,41
20747,Poinsettia mosaic virus,2008.0,10.0,8.0,5,4
20748,Copiparvovirus,2008.0,100.0,10.0,51,7
20749,Synechococcus T7-like virus oc6,2008.0,1.0,1.0,1,1
20750,Epinephelus sp. betanodavirus,2008.0,4.0,2.0,4,2
20751,Sednavirus,2008.0,168.0,57.0,6,1
20752,Baakal virus,2008.0,3.0,3.0,3,3
20753,Herpesviridae,2008.0,53900.0,5200.0,7046,1430
20754,Betaflexiviridae,2008.0,1243.0,229.0,769,165
20755,Banana streak GF virus,2008.0,4.0,4.0,4,4
20756,Gemygorvirus malas1,2008.0,2.0,2.0,1,1
20757,Novirhabdovirus,2008.0,1817.0,178.0,1213,127
20758,Phytoreovirus,2008.0,173.0,75.0,145,54
20759,Mycobacterium virus Pumpkin,2008.0,286.0,286.0,2,2
20760,Synechococcus T7-like virus oc6b,2008.0,1.0,1.0,1,1
20761,Avastrovirus,2008.0,341.0,218.0,342,219
20762,Infectious pancreatic necrosis virus,2008.0,242.0,24.0,237,23
20763,Human orthorubulavirus 4,2008.0,75.0,17.0,51,5
20764,Middle East respiratory syndrome-related coronavirus,2008.0,28.0,28.0,16,16
20765,Trachurus japonicus nervous necrosis virus,2008.0,2.0,2.0,2,2
20766,Sapelovirus A,2008.0,170.0,1.0,170,1
20767,Hirame novirhabdovirus,2008.0,6.0,6.0,1,1
20768,Avipoxvirus isolate Belgium,2008.0,2.0,2.0,2,2
20769,Avastrovirus 1,2008.0,24.0,11.0,24,11
20770,Coronavirus Hare_CoV/La08_60/Lep_gra/ESP/2008,2008.0,1.0,1.0,1,1
20771,Picobirnaviridae,2008.0,410.0,28.0,493,18
20772,Proboscivirus,2008.0,1750.0,198.0,462,76
20773,Bat coronavirus 2B BR98-19/BGR/2008,2008.0,1.0,1.0,1,1
20774,Secoviridae,2008.0,647.0,102.0,670,119
20775,Pahexavirus,2008.0,608.0,608.0,14,14
20776,Ludwigia leaf distortion betasatellite,2008.0,3.0,3.0,3,3
20777,Alphapapillomavirus 8,2008.0,3.0,2.0,3,2
20778,Grapevine fleck virus,2008.0,6.0,4.0,6,4
20779,Murray Valley encephalitis virus,2008.0,101.0,23.0,104,26
20780,Epinephelus fuscoguttatus iridovirus,2008.0,1.0,1.0,1,1
20781,Machupo mammarenavirus,2008.0,38.0,4.0,19,2
20782,Sugarcane mosaic virus,2008.0,498.0,465.0,499,466
20783,Staphylococcus virus G1,2008.0,434.0,434.0,2,2
20784,Aquareovirus C,2008.0,33.0,11.0,33,11
20785,Vallota speciosa virus - Narcissus/GBR/2008,2008.0,1.0,1.0,1,1
20786,Halorubrum virus HRTV-10,2008.0,125.0,125.0,1,1
20787,Alphapapillomavirus 3,2008.0,94.0,2.0,89,2
20788,Adenovirus Hu/RJ/2008-342/Brazil/2008,2008.0,1.0,1.0,1,1
20789,Paramyxovirus bat/GH48/2008,2008.0,1.0,1.0,1,1
20790,Genomoviridae,2008.0,248.0,32.0,121,16
20791,Tomato infectious chlorosis virus,2008.0,29.0,11.0,6,2
20792,Enterovirus rhesus monkey/FFH-2008/China,2008.0,0.0,0.0,19,19
20793,Sclerotimonavirus,2008.0,4.0,4.0,2,2
20794,Rubivirus,2008.0,667.0,221.0,612,215
20795,Betainfluenzavirus,2008.0,19964.0,5233.0,15194,3881
20796,Dhakavirus,2008.0,544.0,2.0,4,2
20797,Mycobacterium virus Pg1,2008.0,822.0,101.0,8,1
20798,Enterovirus sp.,2008.0,98.0,70.0,105,77
20799,Seadornavirus,2008.0,291.0,3.0,291,3
20800,Limelightvirus,2008.0,110.0,110.0,2,2
20801,Pseudomonas phage MR299-2,2008.0,68.0,68.0,1,1
20802,Halorubrum virus HATV-2,2008.0,127.0,127.0,1,1
20803,Human polyomavirus 10,2008.0,48.0,30.0,16,6
20804,Mamastrovirus 1,2008.0,734.0,113.0,726,134
20805,Seabass iridovirus,2008.0,0.0,0.0,1,1
20806,Norovirus,2008.0,10321.0,2842.0,7901,2391
20807,Herpesvirus goose/GAV08/Poland/2008,2008.0,0.0,0.0,1,1
20808,Paramyxovirus bat/GH33/2008,2008.0,1.0,1.0,1,1
20809,Bat coronavirus 1B BR98-19/BGR/2008,2008.0,1.0,1.0,1,1
20810,Mycobacterium phage BEEST,2008.0,95.0,95.0,1,1
20811,Cytorhabdovirus Rio Cuarto/2008,2008.0,1.0,1.0,1,1
20812,Paramyxovirus bat/GH36/2008,2008.0,1.0,1.0,1,1
20813,Tobacco streak virus,2008.0,72.0,19.0,50,12
20814,Avipoxvirus isolate Galapagos Islands,2008.0,8.0,8.0,8,8
20815,Dhillonvirus,2008.0,362.0,124.0,6,2
20816,Enterovirus J,2008.0,31.0,29.0,32,29
20817,Paramyxovirus bat/GH47/2008,2008.0,1.0,1.0,1,1
20818,Alphapapillomavirus 14,2008.0,62.0,58.0,62,58
20819,Halorubrum phage CGphi46,2008.0,110.0,110.0,2,2
20820,Picobirnavirus mouse/M-58/USA/2008,2008.0,1.0,1.0,1,1
20821,Pseudomonas phage PAN70,2008.0,59.0,59.0,1,1
20822,Lactobacillus virus Ld3,2008.0,98.0,98.0,2,2
20823,Alphapapillomavirus 5,2008.0,68.0,68.0,43,43
20824,Reptilian paramyxovirus,2008.0,2.0,2.0,2,2
20825,Halorubrum virus HRTV-9,2008.0,113.0,113.0,1,1
20826,Avipoxvirus isolate Chile,2008.0,4.0,2.0,4,2
20827,Halorubrum virus HSTV-3,2008.0,129.0,129.0,1,1
20828,Liao ning virus,2008.0,152.0,3.0,152,3
20829,Streptomyces virus Sujidade,2008.0,154.0,154.0,2,2
20830,Bufavirus-3,2008.0,7.0,3.0,4,1
20831,Lassa mammarenavirus,2008.0,287.0,69.0,219,47
20832,Lactobacillus virus Ld25A,2008.0,102.0,102.0,2,2
20833,Human picobirnavirus,2008.0,108.0,3.0,106,3
20834,Lymphocystis disease virus 1,2008.0,15.0,5.0,15,5
20835,Rhabdovirus SA_0800821,2008.0,1.0,1.0,1,1
20836,Avastrovirus 3,2008.0,200.0,164.0,199,162
20837,Tomato golden mottle virus,2008.0,27.0,2.0,9,1
20838,Enzootic nasal tumour virus of goats,2008.0,4.0,4.0,1,1
20839,Zaria bat coronavirus,2008.0,11.0,11.0,1,1
20840,Lujo mammarenavirus,2008.0,8.0,8.0,4,4
20841,Bat coronavirus,2008.0,43.0,23.0,43,23
20842,Porcine circovirus 3,2008.0,75.0,6.0,59,6
20843,Parapercis sexfasciata nervous necrosis virus,2008.0,1.0,1.0,1,1
20844,Bottlenose dolphin astrovirus 2,2008.0,4.0,3.0,4,3
20845,Human polyomavirus 1,2008.0,337.0,114.0,324,128
20846,Adenovirus Hu/RJ/2008-356/Brazil/2008,2008.0,1.0,1.0,1,1
20847,Zalophus californianus polyomavirus 1,2008.0,24.0,9.0,8,5
20848,Chinook salmon nidovirus 1,2008.0,10.0,10.0,2,2
20849,Betacoronavirus,2008.0,3294.0,1400.0,1019,225
20850,Begomovirus,2008.0,11456.0,2586.0,3443,780
20851,Zantedeschia mild mosaic virus,2008.0,1.0,1.0,1,1
20852,Aviadenovirus,2008.0,1427.0,211.0,524,73
20853,Teschovirus A,2008.0,106.0,1.0,106,1
20854,Rerduovirus,2008.0,264.0,264.0,4,4
20855,Palyam virus,2008.0,207.0,5.0,207,5
20856,Aves polyomavirus 1,2008.0,10.0,7.0,4,1
20857,Banana bract mosaic virus,2008.0,4.0,1.0,4,1
20858,Yuavirus,2008.0,332.0,178.0,4,2
20859,Alphapapillomavirus 6,2008.0,96.0,79.0,95,83
20860,Gyrovirus,2008.0,261.0,42.0,180,26
20861,Scutavirus,2008.0,748.0,1.0,35,1
20862,Human respirovirus 1,2008.0,348.0,31.0,203,28
20863,Bat astrovirus Hl/MG24/Hainan,2008.0,1.0,1.0,1,1
20864,Bat astrovirus Hl/LD41/Hainan,2008.0,1.0,1.0,1,1
20865,Drosophila immigrans sigmavirus,2008.0,1.0,1.0,1,1
20866,Bat astrovirus Hl/LD34/Hainan,2008.0,1.0,1.0,1,1
20867,Alphaarterivirus equid,2008.0,777.0,88.0,202,20
20868,Coronavirus RCoV/NSP65/Rha_pum/RSA/2008,2008.0,1.0,1.0,1,1
20869,Chicken anemia virus,2008.0,173.0,19.0,114,9
20870,Cotton leaf curl Multan betasatellite,2008.0,20.0,8.0,35,8
20871,Impatiens necrotic spot orthotospovirus,2008.0,27.0,6.0,25,6
20872,Panulirus argus virus 1,2008.0,93.0,4.0,38,4
20873,Feline picornavirus,2008.0,20.0,5.0,8,5
20874,Kappatorquevirus,2008.0,44.0,27.0,14,9
20875,Caenorhabditis brenneri bunyavirus,2008.0,1.0,1.0,1,1
20876,Sclerotinia sclerotiorum negative-stranded RNA virus 3,2008.0,12.0,12.0,2,2
20877,Chilli leaf curl Kanpur virus,2008.0,12.0,12.0,2,2
20878,Bat astrovirus Hl/MG27/Hainan,2008.0,1.0,1.0,1,1
20879,Pine marten bocavirus,2008.0,1.0,1.0,1,1
20880,Dichorhavirus,2008.0,22.0,3.0,18,3
20881,Papaya leaf crumple virus,2008.0,28.0,21.0,4,3
20882,Betacoronavirus BtCoV/Rhi_eur/BB98-92/BGR/2008,2008.0,1.0,1.0,1,1
20883,Enterobacteria phage GV2412,2008.0,2.0,2.0,1,1
20884,Enterobacteria phage GV8,2008.0,2.0,2.0,1,1
20885,Bhendi yellow vein betasatellite,2008.0,4.0,2.0,4,2
20886,Sclerotinia sclerotiorum mitovirus 8,2008.0,1.0,1.0,1,1
20887,Aquabirnavirus,2008.0,280.0,30.0,267,27
20888,Feline sarcoid-associated papillomavirus,2008.0,1.0,1.0,1,1
20889,Goose circovirus,2008.0,18.0,4.0,9,2
20890,Enterobacteria phage L34,2008.0,2.0,2.0,1,1
20891,Enterobacteria phage Phi75,2008.0,70.0,70.0,1,1
20892,Bhendi yellow vein mosaic Maharashtra virus,2008.0,12.0,12.0,2,2
20893,Bat astrovirus Hl/MG30/Hainan,2008.0,1.0,1.0,1,1
20894,Synechococcus phage S-CRM01,2008.0,594.0,594.0,2,2
20895,Sclerotinia sclerotiorum mitovirus 9,2008.0,1.0,1.0,1,1
20896,Avian orthoavulavirus 9,2008.0,24.0,6.0,6,2
20897,Synechococcus phage S-EIVl,2008.0,129.0,129.0,1,1
20898,Sobemovirus,2008.0,231.0,36.0,108,19
20899,Mycobacterium phage Mantra,2008.0,204.0,204.0,2,2
20900,Bat astrovirus Hl/FG19-3/Hainan,2008.0,1.0,1.0,1,1
20901,Triavirus,2008.0,1156.0,357.0,17,5
20902,Guaico Culex virus,2008.0,8.0,8.0,4,4
20903,Triatovirus,2008.0,84.0,19.0,85,19
20904,Pantoea virus Limezero,2008.0,114.0,114.0,2,2
20905,Bat astrovirus Hl/FG04/Hainan,2008.0,1.0,1.0,1,1
20906,Betacoronavirus BtCoV/Rhi_bla/BB98-22/BGR/2008,2008.0,1.0,1.0,1,1
20907,Avian metaavulavirus 6,2008.0,129.0,7.0,23,1
20908,Pantoea virus Limelight,2008.0,110.0,110.0,2,2
20909,Roymovirus,2008.0,11.0,11.0,2,2
20910,Snake atadenovirus A,2008.0,4.0,1.0,4,1
20911,Pantoea phage Nufs112,2008.0,67.0,67.0,1,1
20912,Goose adenovirus 5,2008.0,2.0,2.0,2,2
20913,Soybean-associated double-stranded RNA virus 1,2008.0,1.0,1.0,1,1
20914,Dasheen mosaic virus,2008.0,6.0,2.0,6,2
20915,Pantoea phage Nifs112,2008.0,59.0,59.0,1,1
20916,Small ruminant morbillivirus,2008.0,331.0,65.0,233,48
20917,Rabbit calicivirus Europe 1,2008.0,6.0,2.0,3,1
20918,Drosophila A virus,2008.0,24.0,24.0,12,12
20919,Grapevine leafroll-associated virus 1,2008.0,25.0,17.0,25,17
20920,Avian orthoavulavirus 1,2008.0,4138.0,869.0,2953,649
20921,Bat astrovirus Hl/FG19-2/Hainan,2008.0,1.0,1.0,1,1
20922,Porcine bocavirus,2008.0,50.0,4.0,34,1
20923,California sea lion norovirus,2008.0,6.0,6.0,2,2
20924,Bat astrovirus Hl/FG19-1/Hainan,2008.0,1.0,1.0,1,1
20925,Bat astrovirus Hl/FG17/Hainan,2008.0,1.0,1.0,1,1
20926,Bat astrovirus Hl/FG14/Hainan,2008.0,1.0,1.0,1,1
20927,Bicaudaviridae,2008.0,216.0,150.0,3,2
20928,Virus sp.,2008.0,10.0,10.0,20,20
20929,Bat astrovirus Hl/FG10/Hainan,2008.0,1.0,1.0,1,1
20930,Bidens mosaic virus,2008.0,6.0,2.0,6,2
20931,Bat astrovirus Hl/FG07/Hainan,2008.0,1.0,1.0,1,1
20932,Hollowayvirus,2008.0,208.0,66.0,3,1
20933,Coronavirus RCoV/NSP63/Rha_pum/RSA/2008,2008.0,1.0,1.0,1,1
20934,Bat coronavirus SLO1A0082/2008/SVN,2008.0,1.0,1.0,1,1
20935,Bat astrovirus Hl/FG05/Hainan,2008.0,1.0,1.0,1,1
20936,Snowdrop virus Y,2008.0,1.0,1.0,1,1
20937,Staphylococcus virus st5,2008.0,154.0,154.0,2,2
20938,Guanarito mammarenavirus,2008.0,67.0,3.0,45,2
20939,Enterobacteria phage BR2,2008.0,2.0,2.0,1,1
20940,Tobacco leaf curl Yunnan virus,2008.0,1.0,1.0,1,1
20941,Lambdapapillomavirus 2,2008.0,13.0,12.0,18,17
20942,Human rhinovirus W11,2008.0,0.0,0.0,1,1
20943,Necocli orthohantavirus,2008.0,3.0,3.0,3,3
20944,Macaca fascicularis lymphocryptovirus,2008.0,7.0,4.0,7,4
20945,Sclerotinia sclerotiorum mitovirus 7,2008.0,1.0,1.0,1,1
20946,Human rhinovirus SO6666,2008.0,1.0,1.0,1,1
20947,Betacoronavirus BtCoV/Rhi_eur/BB98-98/BGR/2008,2008.0,1.0,1.0,1,1
20948,Rhabdovirus 10716,2008.0,2.0,2.0,2,2
20949,Potexvirus,2008.0,1108.0,252.0,457,101
20950,Salmon isavirus,2008.0,304.0,152.0,288,154
20951,Tobacco curly shoot virus,2008.0,36.0,16.0,7,4
20952,Human rhinovirus R89,2008.0,0.0,0.0,1,1
20953,Papaya leaf curl India betasatellite,2008.0,2.0,2.0,2,2
20954,Bat coronavirus TM5,2008.0,1.0,1.0,1,1
20955,Human rhinovirus R82,2008.0,0.0,0.0,2,2
20956,Papaya leaf curl alphasatellite,2008.0,2.0,2.0,2,2
20957,Potato yellow vein virus,2008.0,69.0,69.0,69,69
20958,Nebovirus sp.,2008.0,2.0,2.0,2,2
20959,Likavirus,2008.0,456.0,456.0,6,6
20960,Human rhinovirus W29,2008.0,0.0,0.0,3,3
20961,Avocado sunblotch viroid,2008.0,0.0,0.0,3,3
20962,Rotavirus Hu/RJ/2008-317/Brazil/2008,2008.0,1.0,1.0,1,1
20963,California sea lion astrovirus 3,2008.0,2.0,2.0,1,1
20964,Mammarenavirus,2008.0,780.0,130.0,598,85
20965,Pipistrellus bat coronavirus HKU5,2008.0,21.0,3.0,21,3
20966,Dicipivirus,2008.0,19.0,19.0,4,4
20967,Mycobacterium phage Mendokysei,2008.0,130.0,130.0,2,2
20968,Felixounavirus,2008.0,840.0,560.0,6,4
20969,Agamid atadenovirus Ben,2008.0,0.0,0.0,3,3
20970,Chicken astrovirus,2008.0,76.0,29.0,89,34
20971,Porcine astrovirus 5,2008.0,1.0,1.0,1,1
20972,Aeropyrum coil-shaped virus,2008.0,114.0,114.0,2,2
20973,Endornaviridae,2008.0,37.0,8.0,71,8
20974,Groundnut bud necrosis orthotospovirus,2008.0,13.0,10.0,12,9
20975,Human rhinovirus W2,2008.0,0.0,0.0,1,1
20976,Human rhinovirus W23,2008.0,0.0,0.0,3,3
20977,Squash leaf curl China virus,2008.0,29.0,12.0,11,5
20978,Macacine betaherpesvirus 3,2008.0,734.0,182.0,5,1
20979,Felispumavirus,2008.0,60.0,20.0,36,12
20980,Tomato leaf curl Joydebpur virus,2008.0,42.0,8.0,7,2
20981,Rhodococcus phage REQ2,2008.0,164.0,164.0,2,2
20982,Papaya leaf curl China virus,2008.0,34.0,6.0,6,1
20983,Suakwa aphid-borne yellows virus,2008.0,25.0,25.0,6,6
20984,Rotavirus H,2008.0,60.0,42.0,60,42
20985,Rhodococcus phage REQ1,2008.0,170.0,170.0,2,2
20986,Synechococcus T7-like virus 2105,2008.0,1.0,1.0,1,1
20987,Human rhinovirus R20,2008.0,0.0,0.0,2,2
20988,Negevirus,2008.0,117.0,47.0,61,37
20989,Human rhinovirus R18,2008.0,0.0,0.0,1,1
20990,Macacine betaherpesvirus 8,2008.0,549.0,549.0,3,3
20991,Human rhinovirus R16,2008.0,0.0,0.0,1,1
20992,Paramyxovirus PREDICT_PMV-21,2008.0,1.0,1.0,1,1
20993,Porcine boca-like virus,2008.0,1.0,1.0,1,1
20994,Enterobacter virus F20,2008.0,166.0,166.0,2,2
20995,Synechococcus T7-like virus 303,2008.0,1.0,1.0,1,1
20996,Filoviridae,2008.0,2271.0,81.0,333,14
