,Taxonomy,Country,Cumulative_Count,Count
1876,Alphacarmovirus,Taiwan,407,6
1877,Alphacarmovirus,Turkey,408,1
1878,Alphacarmovirus,USA,459,51
1879,Alphachrysovirus,Australia,8,8
1880,Alphachrysovirus,China,51,43
1881,Alphachrysovirus,Colombia,54,3
1882,Alphachrysovirus,Czech Republic,73,19
1883,Alphachrysovirus,Egypt,76,3
1884,Alphachrysovirus,Finland,91,15
1885,Alphachrysovirus,India,92,1
1886,Alphachrysovirus,Iran,96,4
1887,Alphachrysovirus,Italy,105,9
1888,Alphachrysovirus,Japan,113,8
1889,Alphachrysovirus,South Africa,115,2
1890,Alphachrysovirus,South Korea,119,4
1891,Alphachrysovirus,Spain,126,7
1892,Alphachrysovirus,Tanzania,131,5
1893,Alphachrysovirus,Turkey,139,8
1894,Alphachrysovirus,USA,193,54
1895,Alphachrysovirus,United Kingdom,201,8
1896,Alphachrysovirus shuangaoense,Spain,1,1
1897,Alphachrysovirus sp.,China,7,7
1898,Alphacoronavirus,Algeria,4,4
1899,Alphacoronavirus,Argentina,56,52
1900,Alphacoronavirus,Australia,388,332
1901,Alphacoronavirus,Austria,422,34
1902,Alphacoronavirus,Bangladesh,447,25
1903,Alphacoronavirus,Belgium,619,172
1904,Alphacoronavirus,Bolivia,627,8
1905,Alphacoronavirus,Brazil,1273,646
1906,Alphacoronavirus,Bulgaria,1274,1
1907,Alphacoronavirus,Cambodia,1489,215
1908,Alphacoronavirus,Cameroon,1584,95
1909,Alphacoronavirus,Canada,1615,31
1910,Alphacoronavirus,China,10539,8924
1911,Alphacoronavirus,Colombia,10692,153
1912,Alphacoronavirus,Cote d'Ivoire,10694,2
1913,Alphacoronavirus,Croatia,10698,4
1914,Alphacoronavirus,Democratic Republic of the Congo,10709,11
1915,Alphacoronavirus,Denmark,10757,48
1916,Alphacoronavirus,Ecuador,10758,1
1917,Alphacoronavirus,Ethiopia,10781,23
1918,Alphacoronavirus,Finland,10806,25
1919,Alphacoronavirus,France,11045,239
1920,Alphacoronavirus,Georgia,11064,19
1921,Alphacoronavirus,Germany,11579,515
1922,Alphacoronavirus,Ghana,11705,126
1923,Alphacoronavirus,Greece,11799,94
1924,Alphacoronavirus,Guinea,11812,13
1925,Alphacoronavirus,Haiti,11845,33
1926,Alphacoronavirus,Hong Kong,12137,292
1927,Alphacoronavirus,Hungary,12167,30
1928,Alphacoronavirus,India,12205,38
1929,Alphacoronavirus,Indonesia,12208,3
1930,Alphacoronavirus,Iran,12209,1
1931,Alphacoronavirus,Iraq,12211,2
1932,Alphacoronavirus,Ireland,12213,2
1933,Alphacoronavirus,Italy,12725,512
1934,Alphacoronavirus,Japan,13791,1066
1935,Alphacoronavirus,Jordan,13858,67
1936,Alphacoronavirus,Kazakhstan,13881,23
1937,Alphacoronavirus,Kenya,14110,229
1938,Alphacoronavirus,Laos,14129,19
1939,Alphacoronavirus,Lebanon,14165,36
1940,Alphacoronavirus,Malaysia,14405,240
1941,Alphacoronavirus,Mexico,14680,275
1942,Alphacoronavirus,Morocco,14681,1
1943,Alphacoronavirus,Nepal,14687,6
1944,Alphacoronavirus,Netherlands,15405,718
1945,Alphacoronavirus,New Zealand,15413,8
1946,Alphacoronavirus,North Korea,15416,3
1947,Alphacoronavirus,Pakistan,15418,2
1948,Alphacoronavirus,Peru,15427,9
1949,Alphacoronavirus,Philippines,15453,26
1950,Alphacoronavirus,Poland,15584,131
1951,Alphacoronavirus,Portugal,15643,59
1952,Alphacoronavirus,Republic of the Congo,15665,22
1953,Alphacoronavirus,Romania,15682,17
1954,Alphacoronavirus,Russia,15702,20
1955,Alphacoronavirus,Rwanda,15719,17
1956,Alphacoronavirus,Saint Kitts and Nevis,15723,4
1957,Alphacoronavirus,Saudi Arabia,15948,225
1958,Alphacoronavirus,Senegal,15949,1
1959,Alphacoronavirus,Sierra Leone,15950,1
1960,Alphacoronavirus,Singapore,15952,2
1961,Alphacoronavirus,Slovenia,15987,35
1962,Alphacoronavirus,South Africa,16170,183
1963,Alphacoronavirus,South Korea,17097,927
1964,Alphacoronavirus,Spain,17352,255
1965,Alphacoronavirus,Sri Lanka,17361,9
1966,Alphacoronavirus,Sweden,17471,110
1967,Alphacoronavirus,Switzerland,18297,826
1968,Alphacoronavirus,Taiwan,18718,421
1969,Alphacoronavirus,Tanzania,19074,356
1970,Alphacoronavirus,Thailand,19923,849
1971,Alphacoronavirus,Trinidad and Tobago,19924,1
1972,Alphacoronavirus,Tunisia,19927,3
1973,Alphacoronavirus,Turkey,19985,58
1974,Alphacoronavirus,USA,23223,3238
1975,Alphacoronavirus,Uganda,23230,7
1976,Alphacoronavirus,Ukraine,23236,6
1977,Alphacoronavirus,United Arab Emirates,23243,7
1978,Alphacoronavirus,United Kingdom,23645,402
1979,Alphacoronavirus,Viet Nam,24667,1022
1980,Alphacoronavirus,Zimbabwe,25186,519
1981,Alphacoronavirus 1,Australia,220,220
1982,Alphacoronavirus 1,Bangladesh,226,6
1983,Alphacoronavirus 1,Belgium,348,122
1984,Alphacoronavirus 1,Brazil,872,524
1985,Alphacoronavirus 1,China,2412,1540
1986,Alphacoronavirus 1,Colombia,2431,19
1987,Alphacoronavirus 1,Denmark,2461,30
1988,Alphacoronavirus 1,France,2524,63
1989,Alphacoronavirus 1,Germany,2750,226
1990,Alphacoronavirus 1,Greece,2830,80
1991,Alphacoronavirus 1,Haiti,2841,11
1992,Alphacoronavirus 1,Hungary,2859,18
1993,Alphacoronavirus 1,India,2889,30
1994,Alphacoronavirus 1,Indonesia,2890,1
1995,Alphacoronavirus 1,Iran,2891,1
1996,Alphacoronavirus 1,Ireland,2893,2
1997,Alphacoronavirus 1,Italy,3194,301
1998,Alphacoronavirus 1,Japan,3413,219
1999,Alphacoronavirus 1,Lebanon,3449,36
2000,Alphacoronavirus 1,Malaysia,3473,24
2001,Alphacoronavirus 1,Mexico,3482,9
2002,Alphacoronavirus 1,Nepal,3483,1
2003,Alphacoronavirus 1,Netherlands,4071,588
2004,Alphacoronavirus 1,Pakistan,4073,2
2005,Alphacoronavirus 1,Portugal,4131,58
2006,Alphacoronavirus 1,Romania,4136,5
2007,Alphacoronavirus 1,Russia,4137,1
2008,Alphacoronavirus 1,Saint Kitts and Nevis,4141,4
2009,Alphacoronavirus 1,South Korea,4213,72
2010,Alphacoronavirus 1,Spain,4227,14
2011,Alphacoronavirus 1,Sweden,4250,23
2012,Alphacoronavirus 1,Switzerland,5058,808
2013,Alphacoronavirus 1,Taiwan,5292,234
2014,Alphacoronavirus 1,Tanzania,5394,102
2015,Alphacoronavirus 1,Thailand,5521,127
2016,Alphacoronavirus 1,Turkey,5579,58
2017,Alphacoronavirus 1,USA,6320,741
2018,Alphacoronavirus 1,United Kingdom,6666,346
2019,Alphacoronavirus 1,Viet Nam,6696,30
2020,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Italy,6,6
2021,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Italy,6,6
2022,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Italy,12,12
2023,Alphacoronavirus BtCoV/GrNC1/Neo_cap/RSA/2012,South Africa,1,1
2024,Alphacoronavirus BtCoV/GrNC2/Neo_cap/RSA/2012,South Africa,1,1
2025,Alphacoronavirus BtCoV/GrNC3/Neo_cap/RSA/2012,South Africa,1,1
2026,Alphacoronavirus BtCoV/GrNC4/Neo_cap/RSA/2012,South Africa,1,1
2027,Alphacoronavirus BtCoV/GrNC5/Neo_cap/RSA/2012,South Africa,1,1
2028,Alphacoronavirus BtCoV/GrNC6/Neo_cap/RSA/2012,South Africa,1,1
2029,Alphacoronavirus BtCoV/GrNC7/Neo_cap/RSA/2012,South Africa,1,1
2030,Alphacoronavirus BtCoV/GrNC8/Neo_cap/RSA/2012,South Africa,1,1
2031,Alphacoronavirus BtCoV/MSTM2/Min_nat/RSA/2010,South Africa,1,1
2032,Alphacoronavirus BtCoV/MSTM6/Min_nat/RSA/2010,South Africa,1,1
2033,Alphacoronavirus BtCoV/Miniopterus/UP6369/LP/RSA/2016,South Africa,1,1
2034,Alphacoronavirus BtCoV/NCL_MCO1/Mop_con/RSA/2012,South Africa,1,1
2035,Alphacoronavirus BtCoV/Rhinolophus/UP6043/LP/RSA/2015,South Africa,1,1
2036,Alphacoronavirus BtCoV/VH_NC2/Neo_cap/RSA/2012,South Africa,1,1
2037,Alphacoronavirus Eptesicus fuscus,USA,3,3
2038,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,USA,1,1
2039,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,USA,1,1
2040,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,USA,1,1
2041,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,USA,1,1
2042,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,USA,1,1
2043,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,USA,1,1
2044,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,USA,1,1
2045,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,USA,1,1
2046,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,USA,1,1
2047,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,USA,1,1
2048,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,USA,1,1
2049,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,USA,1,1
2050,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,USA,1,1
2051,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,USA,1,1
2052,Alphacoronavirus H.sav/L/Spain/2007,Spain,1,1
2053,Alphacoronavirus HCQD-2020,South Korea,7,7
2054,Alphacoronavirus L232,France,1,1
2055,Alphacoronavirus M.bly/B/Spain/2004,Spain,1,1
2056,Alphacoronavirus M.dau/H/Spain/2007,Spain,1,1
2057,Alphacoronavirus M.myo/I/Spain/2007,Spain,1,1
2058,Alphacoronavirus M.sch/A/Spain/2004,Spain,1,1
2059,Alphacoronavirus Mink/China/1/2016,China,9,9
2060,Alphacoronavirus Myotis/13rs384_31/Italy/2012,Italy,1,1
2061,Alphacoronavirus N.las/C/Spain/2007,Spain,1,1
2062,Alphacoronavirus N.las/D/Spain/2007,Spain,1,1
2063,Alphacoronavirus N.las/E/Spain/2007,Spain,1,1
2064,Alphacoronavirus N.las/F/Spain/2007,Spain,1,1
2065,Alphacoronavirus N.las/G/Spain/2007,Spain,1,1
2066,Alphacoronavirus P.kuh/Iprima/Spain/2007,Spain,1,1
2067,Alphacoronavirus P.sp/K/Spain/2007,Spain,1,1
2068,Alphacoronavirus PLMg1,Poland,4,4
2069,Alphacoronavirus Perimyotis subflavus,USA,2,2
2070,Alphacoronavirus Pip1_Cr_FR_2014,France,1,1
2071,Alphacoronavirus Pip2_Cr_FR_2014,France,1,1
2072,Alphacoronavirus Pipistrellus kuhlii/Italy/206645-41/2010,Italy,1,1
2073,Alphacoronavirus Pipistrellus kuhlii/Italy/206679-3/2010,Italy,1,1
2074,Alphacoronavirus RtCoV/Gerbilliscus/UPR219/LP/RSA/2016,South Africa,1,1
2075,Alphacoronavirus TT-2016a,Poland,1,1
2076,Alphacoronavirus TT-2016a,United Kingdom,5,4
2077,Alphacoronavirus Trinidad/1FY2BA/2007,Bolivia,6,6
2078,Alphacoronavirus Trinidad/1FY2BA/2007,Brazil,11,5
2079,Alphacoronavirus UKMa1,United Kingdom,10,10
2080,Alphacoronavirus UKRn3,United Kingdom,10,10
2081,Alphacoronavirus sp.,Algeria,4,4
2082,Alphacoronavirus sp.,Argentina,25,21
2083,Alphacoronavirus sp.,Australia,55,30
2084,Alphacoronavirus sp.,Brazil,57,2
2085,Alphacoronavirus sp.,Cambodia,77,20
2086,Alphacoronavirus sp.,China,272,195
2087,Alphacoronavirus sp.,France,311,39
2088,Alphacoronavirus sp.,Italy,314,3
2089,Alphacoronavirus sp.,Kenya,317,3
2090,Alphacoronavirus sp.,Malaysia,331,14
2091,Alphacoronavirus sp.,Morocco,332,1
2092,Alphacoronavirus sp.,Saudi Arabia,333,1
2093,Alphacoronavirus sp.,South Africa,381,48
2094,Alphacoronavirus sp.,Spain,406,25
2095,Alphacoronavirus sp.,Tanzania,436,30
2096,Alphacoronavirus sp.,Tunisia,439,3
2097,Alphacoronavirus sp.,USA,559,120
2098,Alphacoronavirus sp.,Viet Nam,756,197
2099,Alphacrustrhavirus,China,20,20
2100,Alphacryptovirus JF-2012,China,1,1
2101,Alphadintovirus,USA,11,11
2102,Alphadintovirus mayetiola,USA,11,11
2103,Alphadrosrhavirus,China,20,20
2104,Alphaendornavirus,Argentina,2,2
2105,Alphaendornavirus,Australia,5,3
2106,Alphaendornavirus,Brazil,13,8
2107,Alphaendornavirus,Canada,18,5
2108,Alphaendornavirus,China,152,134
2109,Alphaendornavirus,Colombia,166,14
2110,Alphaendornavirus,Dominican Republic,167,1
2111,Alphaendornavirus,Ecuador,169,2
2112,Alphaendornavirus,Finland,208,39
2113,Alphaendornavirus,France,209,1
2114,Alphaendornavirus,Germany,215,6
2115,Alphaendornavirus,Guatemala,217,2
2116,Alphaendornavirus,India,220,3
2117,Alphaendornavirus,Israel,222,2
2118,Alphaendornavirus,Italy,223,1
2119,Alphaendornavirus,Japan,224,1
2120,Alphaendornavirus,Kenya,240,16
2121,Alphaendornavirus,Mexico,260,20
2122,Alphaendornavirus,Netherlands,261,1
2123,Alphaendornavirus,Panama,262,1
2124,Alphaendornavirus,Slovakia,293,31
2125,Alphaendornavirus,Slovenia,296,3
2126,Alphaendornavirus,South Africa,298,2
2127,Alphaendornavirus,South Korea,312,14
2128,Alphaendornavirus,Spain,316,4
2129,Alphaendornavirus,Tunisia,317,1
2130,Alphaendornavirus,Turkey,322,5
2131,Alphaendornavirus,USA,402,80
2132,Alphaendornavirus,United Kingdom,413,11
2133,Alphaendornavirus,Zambia,417,4
2134,Alphaendornavirus sp.,China,31,31
2135,Alphaendornavirus sp.,Colombia,32,1
2136,Alphaflexiviridae,Argentina,99,99
2137,Alphaflexiviridae,Australia,267,168
2138,Alphaflexiviridae,Austria,269,2
2139,Alphaflexiviridae,Bangladesh,312,43
2140,Alphaflexiviridae,Belgium,556,244
2141,Alphaflexiviridae,Bolivia,561,5
2142,Alphaflexiviridae,Brazil,697,136
2143,Alphaflexiviridae,Burundi,712,15
2144,Alphaflexiviridae,Canada,1039,327
2145,Alphaflexiviridae,Chile,1056,17
2146,Alphaflexiviridae,China,3370,2314
2147,Alphaflexiviridae,Colombia,3493,123
2148,Alphaflexiviridae,Costa Rica,3509,16
2149,Alphaflexiviridae,Cote d'Ivoire,3527,18
2150,Alphaflexiviridae,Cyprus,3537,10
2151,Alphaflexiviridae,Czech Republic,3677,140
2152,Alphaflexiviridae,Denmark,3687,10
2153,Alphaflexiviridae,Ecuador,3738,51
2154,Alphaflexiviridae,Egypt,3744,6
2155,Alphaflexiviridae,Ethiopia,3769,25
2156,Alphaflexiviridae,Fiji,3771,2
2157,Alphaflexiviridae,Finland,3773,2
2158,Alphaflexiviridae,France,3840,67
2159,Alphaflexiviridae,French Polynesia,3852,12
2160,Alphaflexiviridae,Germany,3927,75
2161,Alphaflexiviridae,Greece,3932,5
2162,Alphaflexiviridae,Guadeloupe,3961,29
2163,Alphaflexiviridae,Haiti,3964,3
2164,Alphaflexiviridae,Hungary,3983,19
2165,Alphaflexiviridae,India,4343,360
2166,Alphaflexiviridae,Indonesia,4372,29
2167,Alphaflexiviridae,Iran,4495,123
2168,Alphaflexiviridae,Ireland,4500,5
2169,Alphaflexiviridae,Israel,4530,30
2170,Alphaflexiviridae,Italy,4704,174
2171,Alphaflexiviridae,Japan,4846,142
2172,Alphaflexiviridae,Jordan,4847,1
2173,Alphaflexiviridae,Kenya,4861,14
2174,Alphaflexiviridae,Korea,4873,12
2175,Alphaflexiviridae,Latvia,4874,1
2176,Alphaflexiviridae,Lebanon,4875,1
2177,Alphaflexiviridae,Lithuania,4877,2
2178,Alphaflexiviridae,Madagascar,4879,2
2179,Alphaflexiviridae,Malaysia,4887,8
2180,Alphaflexiviridae,Mexico,4952,65
2181,Alphaflexiviridae,Morocco,5138,186
2182,Alphaflexiviridae,Myanmar,5148,10
2183,Alphaflexiviridae,Nepal,5149,1
2184,Alphaflexiviridae,Netherlands,5221,72
2185,Alphaflexiviridae,New Zealand,5252,31
2186,Alphaflexiviridae,Nicaragua,5255,3
2187,Alphaflexiviridae,Norway,5257,2
2188,Alphaflexiviridae,Pakistan,5286,29
2189,Alphaflexiviridae,Panama,5287,1
2190,Alphaflexiviridae,Paraguay,5291,4
2191,Alphaflexiviridae,Peru,7011,1720
2192,Alphaflexiviridae,Philippines,7031,20
2193,Alphaflexiviridae,Poland,7432,401
2194,Alphaflexiviridae,Portugal,7437,5
2195,Alphaflexiviridae,Reunion,7463,26
2196,Alphaflexiviridae,Russia,7483,20
2197,Alphaflexiviridae,Saudi Arabia,7486,3
2198,Alphaflexiviridae,Serbia,7529,43
2199,Alphaflexiviridae,Singapore,7552,23
2200,Alphaflexiviridae,Slovakia,7560,8
2201,Alphaflexiviridae,Slovenia,7577,17
2202,Alphaflexiviridae,South Africa,7578,1
2203,Alphaflexiviridae,South Korea,7963,385
2204,Alphaflexiviridae,Spain,10119,2156
2205,Alphaflexiviridae,Sudan,10142,23
2206,Alphaflexiviridae,Switzerland,10177,35
2207,Alphaflexiviridae,Syria,10180,3
2208,Alphaflexiviridae,Taiwan,10326,146
2209,Alphaflexiviridae,Tanzania,10327,1
2210,Alphaflexiviridae,Thailand,10333,6
2211,Alphaflexiviridae,Tunisia,10361,28
2212,Alphaflexiviridae,Turkey,10391,30
2213,Alphaflexiviridae,USA,10932,541
2214,Alphaflexiviridae,Ukraine,10939,7
2215,Alphaflexiviridae,United Kingdom,11061,122
2216,Alphaflexiviridae,Uzbekistan,11062,1
2217,Alphaflexiviridae,Vanuatu,11065,3
2218,Alphaflexiviridae,Venezuela,11076,11
2219,Alphaflexiviridae,Viet Nam,11136,60
2220,Alphafusellovirus,Iceland,165,165
2221,Alphafusellovirus,Philippines,266,101
2222,Alphafusellovirus,Russia,771,505
2223,Alphafusellovirus,South Korea,1071,300
2224,Alphafusellovirus,USA,1769,698
2225,Alphaglobulovirus,Italy,32,32
2226,Alphaglobulovirus PSV2,Italy,32,32
2227,Alphaherpesvirinae sp.,Portugal,11,11
2228,Alphahymrhavirus,Spain,5,5
2229,Alphahymrhavirus neglectus,Spain,5,5
2230,Alphahypovirus,Montenegro,40,40
2231,Alphahypovirus,Turkey,59,19
2232,Alphahypovirus cryphonectriae,Montenegro,40,40
2233,Alphahypovirus cryphonectriae,Turkey,59,19
2234,Alphainfluenzavirus,Afghanistan,179,179
2235,Alphainfluenzavirus,Albania,180,1
2236,Alphainfluenzavirus,Algeria,426,246
2237,Alphainfluenzavirus,Angola,438,12
2238,Alphainfluenzavirus,Antarctica,596,158
2239,Alphainfluenzavirus,Argentina,2174,1578
2240,Alphainfluenzavirus,Australia,29773,27599
2241,Alphainfluenzavirus,Austria,30348,575
2242,Alphainfluenzavirus,Azerbaijan,30394,46
2243,Alphainfluenzavirus,Bahrain,30482,88
2244,Alphainfluenzavirus,Bangladesh,40070,9588
2245,Alphainfluenzavirus,Barbados,40074,4
2246,Alphainfluenzavirus,Belarus,40102,28
2247,Alphainfluenzavirus,Belgium,42793,2691
2248,Alphainfluenzavirus,Benin,43274,481
2249,Alphainfluenzavirus,Bhutan,44157,883
2250,Alphainfluenzavirus,Bolivia,44449,292
2251,Alphainfluenzavirus,Bosnia and Herzegovina,44472,23
2252,Alphainfluenzavirus,Brazil,49446,4974
2253,Alphainfluenzavirus,Bulgaria,49638,192
2254,Alphainfluenzavirus,Burkina Faso,49828,190
2255,Alphainfluenzavirus,Cambodia,52127,2299
2256,Alphainfluenzavirus,Cameroon,52580,453
2257,Alphainfluenzavirus,Canada,83714,31134
2258,Alphainfluenzavirus,Central African Republic,83719,5
2259,Alphainfluenzavirus,Chad,83801,82
2260,Alphainfluenzavirus,Chile,92764,8963
2261,Alphainfluenzavirus,China,218569,125805
2262,Alphainfluenzavirus,Colombia,219029,460
2263,Alphainfluenzavirus,Cook Islands,219031,2
2264,Alphainfluenzavirus,Costa Rica,219055,24
2265,Alphainfluenzavirus,Cote d'Ivoire,219239,184
2266,Alphainfluenzavirus,Croatia,219272,33
2267,Alphainfluenzavirus,Cuba,219734,462
2268,Alphainfluenzavirus,Cyprus,219772,38
2269,Alphainfluenzavirus,Czech Republic,221043,1271
2270,Alphainfluenzavirus,Czechoslovakia,221066,23
2271,Alphainfluenzavirus,Democratic Republic of the Congo,221210,144
2272,Alphainfluenzavirus,Denmark,225525,4315
2273,Alphainfluenzavirus,Djibouti,225545,20
2274,Alphainfluenzavirus,Dominican Republic,225928,383
2275,Alphainfluenzavirus,Ecuador,225999,71
2276,Alphainfluenzavirus,Egypt,234646,8647
2277,Alphainfluenzavirus,El Salvador,234743,97
2278,Alphainfluenzavirus,Estonia,234853,110
2279,Alphainfluenzavirus,Ethiopia,234878,25
2280,Alphainfluenzavirus,Fiji,234893,15
2281,Alphainfluenzavirus,Finland,238308,3415
2282,Alphainfluenzavirus,France,247728,9420
2283,Alphainfluenzavirus,French Guiana,247741,13
2284,Alphainfluenzavirus,French Polynesia,247742,1
2285,Alphainfluenzavirus,Georgia,248798,1056
2286,Alphainfluenzavirus,Germany,264217,15419
2287,Alphainfluenzavirus,Ghana,264553,336
2288,Alphainfluenzavirus,Gibraltar,264555,2
2289,Alphainfluenzavirus,Greece,265947,1392
2290,Alphainfluenzavirus,Greenland,265983,36
2291,Alphainfluenzavirus,Guadeloupe,265984,1
2292,Alphainfluenzavirus,Guatemala,269244,3260
2293,Alphainfluenzavirus,Guinea,269245,1
2294,Alphainfluenzavirus,Haiti,269249,4
2295,Alphainfluenzavirus,Honduras,269301,52
2296,Alphainfluenzavirus,Hong Kong,283800,14499
2297,Alphainfluenzavirus,Hungary,284114,314
2298,Alphainfluenzavirus,Iceland,285248,1134
2299,Alphainfluenzavirus,India,292968,7720
2300,Alphainfluenzavirus,Indonesia,296990,4022
2301,Alphainfluenzavirus,Iran,298821,1831
2302,Alphainfluenzavirus,Iraq,298980,159
2303,Alphainfluenzavirus,Ireland,299213,233
2304,Alphainfluenzavirus,Israel,300384,1171
2305,Alphainfluenzavirus,Italy,315254,14870
2306,Alphainfluenzavirus,Jamaica,315255,1
2307,Alphainfluenzavirus,Japan,331415,16160
2308,Alphainfluenzavirus,Jordan,331689,274
2309,Alphainfluenzavirus,Kazakhstan,332085,396
2310,Alphainfluenzavirus,Kenya,333270,1185
2311,Alphainfluenzavirus,Korea,333694,424
2312,Alphainfluenzavirus,Kosovo,333707,13
2313,Alphainfluenzavirus,Kuwait,334077,370
2314,Alphainfluenzavirus,Kyrgyzstan,334178,101
2315,Alphainfluenzavirus,Laos,334854,676
2316,Alphainfluenzavirus,Latvia,334877,23
2317,Alphainfluenzavirus,Lebanon,335043,166
2318,Alphainfluenzavirus,Lesotho,335067,24
2319,Alphainfluenzavirus,Libya,335072,5
2320,Alphainfluenzavirus,Lithuania,335148,76
2321,Alphainfluenzavirus,Luxembourg,335286,138
2322,Alphainfluenzavirus,Macau,335312,26
2323,Alphainfluenzavirus,Madagascar,335331,19
2324,Alphainfluenzavirus,Malaysia,338198,2867
