Species,Host,Count
Beihai sipunculid worm virus 3,Ensis minor,2
Beihai sipunculid worm virus 3,Sipuncula,1
Beihai sipunculid worm virus 4,Ensis minor,2
Beihai sipunculid worm virus 4,Penaeidae,1
Beihai sipunculid worm virus 4,Sipuncula,1
Beihai sipunculid worm virus 5,Sipuncula,2
Beihai sipunculid worm virus 7,Sipuncula,2
Beihai sobemo-like virus 1,Octopus,2
Beihai sobemo-like virus 1,Orithyia sinica,1
Beihai sobemo-like virus 10,Octopus,2
Beihai sobemo-like virus 11,Octopus,2
Beihai sobemo-like virus 12,Merostomata,2
Beihai sobemo-like virus 12,Penaeidae,2
Beihai sobemo-like virus 13,Portunus pelagicus,2
Beihai sobemo-like virus 14,Merostomata,2
Beihai sobemo-like virus 15,Penaeidae,2
Beihai sobemo-like virus 16,Murex trapa,2
Beihai sobemo-like virus 17,Merostomata,2
Beihai sobemo-like virus 18,Paphia,2
Beihai sobemo-like virus 19,Penaeidae,2
Beihai sobemo-like virus 2,Ensis minor,2
Beihai sobemo-like virus 20,Sipuncula,2
Beihai sobemo-like virus 21,Octopus,2
Beihai sobemo-like virus 22,Penaeidae,2
Beihai sobemo-like virus 23,Octopus,2
Beihai sobemo-like virus 24,Penaeidae,2
Beihai sobemo-like virus 24,Sipuncula,1
Beihai sobemo-like virus 25,Ensis minor,2
Beihai sobemo-like virus 26,Thoracica,2
Beihai sobemo-like virus 27,Penaeidae,2
Beihai sobemo-like virus 3,Octopus,2
Beihai sobemo-like virus 4,Octopus,2
Beihai sobemo-like virus 5,Octopus,2
Beihai sobemo-like virus 6,Paphia,2
Beihai sobemo-like virus 7,Octopus,2
Beihai sobemo-like virus 8,Paphia,2
Beihai sobemo-like virus 9,Octopus,2
Beihai sphaeromadae virus 1,Oniscidea,2
Beihai sphaeromadae virus 2,Thoracica,2
Beihai sphaeromadae virus 3,Actiniaria,2
Beihai sphaeromadae virus 3,Thoracica,4
Beihai sphaeromadae virus 4,Oniscidea,2
Beihai tiger crab virus 1,Orithyia sinica,2
Beihai tombus-like virus 1,Sesarmidae,2
Beihai tombus-like virus 10,Octopus,2
Beihai tombus-like virus 11,Actiniaria,2
Beihai tombus-like virus 12,Thoracica,2
Beihai tombus-like virus 13,Ensis minor,2
Beihai tombus-like virus 13,Penaeidae,1
Beihai tombus-like virus 14,Ensis minor,2
Beihai tombus-like virus 15,Penaeidae,2
Beihai tombus-like virus 16,Penaeidae,2
Beihai tombus-like virus 17,Ensis minor,2
Beihai tombus-like virus 18,Octopus,2
Beihai tombus-like virus 19,Thoracica,2
Beihai tombus-like virus 2,Sipuncula,2
Beihai tombus-like virus 3,Octopus,2
Beihai tombus-like virus 4,Octopus,2
Beihai tombus-like virus 4,Portunus pelagicus,1
Beihai tombus-like virus 4,Turritellidae,1
Beihai tombus-like virus 5,Merostomata,2
Beihai tombus-like virus 6,Penaeidae,1
Beihai tombus-like virus 7,Penaeidae,3
Beihai tombus-like virus 8,Octopus,2
Beihai tombus-like virus 9,Octopus,2
Beihai toti-like virus 1,Charybdis,1
Beihai toti-like virus 2,Murex trapa,1
Beihai toti-like virus 3,Paphia,1
Beihai toti-like virus 4,Merostomata,2
Beihai toti-like virus 5,Penaeidae,1
Beihai tree frog astrovirus,Polypedates megacephalus,2
Beihai uca arcuata virus 1,Leptuca,2
Beihai victori-like virus 1,Ensis minor,2
Beihai weivirus-like virus 1,Paphia,2
Beihai weivirus-like virus 10,Octopus,1
Beihai weivirus-like virus 11,Paphia,2
Beihai weivirus-like virus 12,Paphia,2
Beihai weivirus-like virus 13,Octopus,2
Beihai weivirus-like virus 15,Paphia,2
Beihai weivirus-like virus 16,Octopus,2
Beihai weivirus-like virus 17,Ensis minor,2
Beihai weivirus-like virus 18,Octopus,2
Beihai weivirus-like virus 19,Octopus,1
Beihai weivirus-like virus 2,Ensis minor,2
Beihai weivirus-like virus 20,Paphia,2
Beihai weivirus-like virus 21,Octopus,3
Beihai weivirus-like virus 3,Octopus,2
Beihai weivirus-like virus 4,Paphia,2
Beihai weivirus-like virus 5,Octopus,2
Beihai weivirus-like virus 7,Octopus,2
Beihai weivirus-like virus 8,Ensis minor,2
Beihai weivirus-like virus 9,Paphia,2
Beihai wrasse picornavirus,Hologymnosus,1
Beihai yellowfin seabream calicivirus,Acanthopagrus latus,1
Beihai yingvirus,Sesarmidae,4
Beihai yuyuevirus,Sesarmidae,4
Beihai zhaovirus-like virus 1,Octopus,2
Beihai zhaovirus-like virus 2,Oniscidea,2
Beihai zhaovirus-like virus 3,Octopus,2
Beihai zhaovirus-like virus 4,Octopus,2
Beihai zhaovirus-like virus 5,Sipuncula,2
Beiji nairovirus,Bos taurus,2
Beiji nairovirus,Homo sapiens,18
Beiji nairovirus,Ixodes crenulatus,6
Beiji nairovirus,Ixodes persulcatus,25
Beiji nairovirus,Ovis aries,2
Beiji phlebovirus,Ixodes persulcatus,1
Beijing Reovi tick virus 1,Haemaphysalis longicornis,1
Beilong jeilongvirus,Allocricetulus eversmanni,1
Beilong jeilongvirus,Apodemus agrarius,21
Beilong jeilongvirus,Apodemus draco,13
Beilong jeilongvirus,Apodemus peninsulae,13
Beilong jeilongvirus,Apodemus sylvaticus,1
Beilong jeilongvirus,Bandicota indica,2
Beilong jeilongvirus,Cricetulus longicaudatus,1
Beilong jeilongvirus,Cricetulus migratorius,5
Beilong jeilongvirus,Crocidura lasiura,2
Beilong jeilongvirus,Crocidura shantungensis,2
Beilong jeilongvirus,Meriones unguiculatus,7
Beilong jeilongvirus,Mus musculus,22
Beilong jeilongvirus,Myodes rufocanus,2
Beilong jeilongvirus,Myodes rutilus,3
Beilong jeilongvirus,Niviventer confucianus,4
Beilong jeilongvirus,Niviventer fulvescens,1
Beilong jeilongvirus,Rattus norvegicus,87
Beilong jeilongvirus,Rattus rattus,2
Beilong jeilongvirus,Rattus tanezumi,4
Beilong jeilongvirus,Rhombomys opimus,1
Beilong jeilongvirus,Spermophilus dauricus,1
Beilong jeilongvirus,Spermophilus erythrogenys,1
Beilong jeilongvirus,Suncus murinus,15
Belbovirus lutenecus,activated sludge metagenome,1
Belem virus,Pyriglena leucoptera,3
Belerina virus,Erinaceus europaeus,1
Bell pepper alphaendornavirus,Apium graveolens,1
Bell pepper alphaendornavirus,Capsicum annuum,48
Bell pepper alphaendornavirus,Capsicum annuum var. annuum,3
Bell pepper alphaendornavirus,Capsicum chinense,2
Bell pepper alphaendornavirus,Capsicum frutescens,4
Bell pepper alphaendornavirus,Piperaceae,29
Bell pepper alphaendornavirus,Solanum lycopersicum,1
Bell pepper alphaendornavirus,Solanum phureja,1
Bell pepper alphaendornavirus,Solanum quitoense,1
Bell pepper leaf curl virus,Capsicum annuum,1
Bell pepper mottle virus,Calibrachoa,1
Bell pepper mottle virus,Solanum melongena,3
Bellavista orthobunyavirus,Culex portesi,6
Bellflower vein chlorosis virus,Campanula takesimana,2
Bellflower veinal mottle virus,Campanula takesimana,2
Bellingshausen virus,Pygoscelis adeliae,1
Belostoma flumineum mononega-like virus,Belostoma flumineum,2
Beluga whale alphaherpesvirus,Delphinapterus leucas,1
Beluga whale coronavirus SW1,Delphinapterus leucas,2
Beluga whale coronavirus SW1,Paguma larvata,5
Beluga whale herpesvirus,Delphinapterus leucas,2
Bemisia tabaci Quaranja-like virus 1,Bemisia tabaci,5
Bemisia tabaci Quaranja-like virus 2,Bemisia tabaci,5
Bemisia tabaci Quaranja-like virus 3,Bemisia tabaci,5
Bemisia tabaci arlivirus 1,Bemisia tabaci,1
Bemisia tabaci arlivirus 2,Bemisia tabaci,1
Bemisia tabaci associated virus 1,Bemisia tabaci,1
Bemisia tabaci dicistro-like virus 1,Bemisia tabaci,1
Bemisia tabaci ifla-like virus 1,Bemisia tabaci,1
Bemisia tabaci iflavirus 1,Bemisia tabaci,1
Bemisia tabaci nege-like virus 1,Bemisia tabaci,1
Bemisia tabaci nege-like virus 2,Bemisia tabaci,1
Bemisia tabaci nege-like virus 3,Bemisia tabaci,1
Bemisia tabaci negevirus 1,Bemisia tabaci,1
Bemisia tabaci nido-like virus 1,Bemisia tabaci,1
Bemisia tabaci toti-like virus 1,Bemisia tabaci,1
Bemisia tabaci toti-like virus 2,Bemisia tabaci,1
Bemisia-associated dicistrovirus 1,Bemisia tabaci,1
Bemisia-associated dicistrovirus 2,Bemisia tabaci,1
Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite,Abelmoschus esculentus,3
Benes partiti-like virus,Oryctolagus cuniculus,1
Benevides orthobunyavirus,Mus musculus,3
Benthesicyme durna-like virus,Triparma pacifica,1
Benxi bat virus,Rhinolophus ferrumequinum,1
Berberis potyvirus,Berberis,2
Bercke-Baary Melophagus reo-like virus,Melophagus ovinus,20
Berdovirus luticola,activated sludge metagenome,1
Berg reo-like virus,Ochlerotatus communis,1
Berisnavirus 1,Myuchelys georgesi,2
Berlin bat mononegavirus,Chiroptera,1
Berlin bat nairovirus,Chiroptera,1
Bermuda grass latent virus,Cenchrus clandestinus,2
Bermuda grass latent virus,Chloris gayana,1
Bermuda grass latent virus,Cynodon dactylon,12
Bermuda grass latent virus,Cynodon transvaalensis x Cynodon dactylon,1
Bermuda grass mosaic virus,Cynodon dactylon,3
Bermuda grass southern mosaic virus,Cynodon dactylon,15
Berrimah ephemerovirus,Bos taurus,6
Bertavirus lutihabitans,activated sludge metagenome,1
Bertioga orthobunyavirus,Culex,3
Bertioga orthobunyavirus,Culex taeniopus,6
Bertioga orthobunyavirus,Mus musculus,3
Bertioga orthobunyavirus,Oryzomys sp.,3
Bertioga orthobunyavirus,Sapajus apella,6
Beta vulgaris Alphanecrovirus-1,Beta vulgaris,1
Beta vulgaris mitovirus 1,Beta vulgaris,30
Beta vulgaris satellite virus 1A,Beta vulgaris,1
Beta vulgaris satellite virus 1B,Beta vulgaris,1
Betaarterivirus chinrav 1,Cricetulus longicaudatus,2
Betaarterivirus chinrav 1,Dipus sagitta,1
Betaarterivirus chinrav 1,Myodes rufocanus,2
Betaarterivirus suid 1,Sus scrofa,559
Betaarterivirus suid 1,Sus scrofa domesticus,61
Betaarterivirus suid 2,Sus scrofa,910
Betaarterivirus suid 2,Sus scrofa domesticus,2
Betabaculovirus sp.,Thaumetopoea pityocampa,1
Betabotoulivirus epsilonplasmoparae,Dermacentor silvarum,1
Betabotoulivirus phaeoacremonium,Haemaphysalis montgomeryi,1
Betacoronavirus 1,Ara ararauna,1
Betacoronavirus 1,Bison bonasus,2
Betacoronavirus 1,Bos grunniens,139
Betacoronavirus 1,Bos indicus,5
Betacoronavirus 1,Bos taurus,931
Betacoronavirus 1,Bovidae,72
Betacoronavirus 1,Bubalus bubalis,12
Betacoronavirus 1,Camelus bactrianus,3
Betacoronavirus 1,Camelus dromedarius,19
Betacoronavirus 1,Canis lupus familiaris,27
Betacoronavirus 1,Capra hircus,3
Betacoronavirus 1,Columba livia,1
Betacoronavirus 1,Coragyps atratus,1
Betacoronavirus 1,Eidolon helvum,2
Betacoronavirus 1,Equus asinus,5
Betacoronavirus 1,Equus caballus,40
Betacoronavirus 1,Giraffa camelopardalis,3
Betacoronavirus 1,Hemitragus jemlahicus,4
Betacoronavirus 1,Homo sapiens,1480
Betacoronavirus 1,Hydropotes inermis,1
Betacoronavirus 1,Kobus ellipsiprymnus,3
Betacoronavirus 1,Megascops choliba,2
Betacoronavirus 1,Micropteropus pusillus,1
Betacoronavirus 1,Myonycteris,1
Betacoronavirus 1,Myotis emarginatus,4
Betacoronavirus 1,Odocoileus virginianus,1
Betacoronavirus 1,Oryx leucoryx,1
Betacoronavirus 1,Pan troglodytes verus,7
Betacoronavirus 1,Pitangus sulphuratus,1
Betacoronavirus 1,Pseudoscops clamator,2
Betacoronavirus 1,Pteropus alecto,1
Betacoronavirus 1,Pyroderus scutatus,1
Betacoronavirus 1,Rattus norvegicus,2
Betacoronavirus 1,Rhinolophus,1
Betacoronavirus 1,Rupornis magnirostris,1
Betacoronavirus 1,Rusa unicolor,3
Betacoronavirus 1,Sus scrofa,68
Betacoronavirus 1,Sus scrofa domesticus,83
Betacoronavirus 1,Sus scrofa scrofa,11
Betacoronavirus 1,Tragelaphus angasii,2
Betacoronavirus 1,Tragelaphus spekii,2
Betacoronavirus 1,Vicugna pacos,1
Betacoronavirus BCoV/Ppar/MEX/2016,Pteronotus parnellii,2
Betacoronavirus BtCoV/KCR15/Pte_par/CRC/2012,Pteronotus parnellii,1
Betacoronavirus BtCoV/KCR155/Pte_par/CRC/2012,Pteronotus parnellii,1
Betacoronavirus BtCoV/KCR180/Pte_par/CRC/2012,Pteronotus parnellii,1
Betacoronavirus BtCoV/KCR22/Pte_par/CRC/2012,Pteronotus parnellii,1
Betacoronavirus BtCoV/KCR260/Car_per/CRC/2012,Carollia perspicillata,1
Betacoronavirus BtCoV/KW2E-F53/Nyc_spec/GHA/2011,Nycteris,1
Betacoronavirus BtCoV/KW2E-F82/Nyc_spec/GHA/2011,Nycteris,1
Betacoronavirus BtCoV/KW2E-F93/Nyc_spec/GHA/2010,Nycteris,1
Betacoronavirus BtCoV/Rhi_bla/BB98-22/BGR/2008,Rhinolophus blasii,1
Betacoronavirus BtCoV/Rhi_eur/BB98-92/BGR/2008,Rhinolophus euryale,1
Betacoronavirus BtCoV/Rhi_eur/BB98-98/BGR/2008,Rhinolophus euryale,1
Betacoronavirus BtCoV/Rhi_eur/BB99-04/BGR/2009,Rhinolophus euryale,1
Betacoronavirus BtCoV/Rhi_fer/FR0711-B11/FRA/2011,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_fer/FR0711-B3/FRA/2011,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_fer/It1/ITA/2009,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_fer/It13/ITA/2009,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_fer/It15/ITA/2009,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_fer/It17/ITA/2009,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_fer/It2/ITA/2009,Rhinolophus ferrumequinum,1
Betacoronavirus BtCoV/Rhi_hip/R07-09/SPA/2010,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/R13-08/SPA/2010,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/R46-03/SPA/2010,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/R7-08/SPA/2010,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/R77-02/SPA/2010,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/R8-09/SPA/2010,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/Slo48/SLO/2009,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/Slo52/SLO/2009,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/Slo53/SLO/2009,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/Slo54/SLO/2009,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/Slo57/SLO/2009,Rhinolophus hipposideros,1
Betacoronavirus BtCoV/Rhi_hip/Slo69/SLO/2009,Rhinolophus hipposideros,1
Betacoronavirus BtCoV22/29,Cynopterus brachyotis,1
Betacoronavirus E.isa/M/Spain/2007,Eptesicus isabellinus,1
Betacoronavirus Eptesicus/13RS384_26/Italy/2012,Eptesicus serotinus,1
Betacoronavirus Erinaceus,Erinaceus europaeus,36
Betacoronavirus Erinaceus,Erinaceus sp.,10
Betacoronavirus H.sav/Italy/206645-40/2011,Hypsugo savii,1
Betacoronavirus H.sav/J/Spain/2007,Hypsugo savii,1
Betacoronavirus Nyctalus noctula/Italy/206679-5/2010,Nyctalus noctula,1
Betacoronavirus Pipistrellus kuhlii/Italy/206645-27/2011,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus kuhlii/Italy/206645-29/2011,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus kuhlii/Italy/206645-3/2011,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus kuhlii/Italy/206645-53/2011,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus kuhlii/Italy/206645-54/2011,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus kuhlii/Italy/206645-63/2011,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus kuhlii/Italy/330375-15/2012,Pipistrellus kuhlii,1
Betacoronavirus Pipistrellus/Italy/49967-19/2010,Pipistrellus,1
Betacoronavirus Rhinolophus hipposideros/Italy/187632-2/2012,Rhinolophus hipposideros,1
Betacoronavirus Rhinolophus hipposideros/Italy/196814/2011,Rhinolophus hipposideros,1
Betacoronavirus Rhinolophus hipposideros/Italy/243585/2012,Rhinolophus hipposideros,1
Betacoronavirus RtCoV/Steatomys/UPR451/LP/RSA/2017,Steatomys pratensis,1
Betacoronavirus sp.,Apodemus,5
Betacoronavirus sp.,Cynopterus sp.,3
Betacoronavirus sp.,Cynopterus sphinx,1
Betacoronavirus sp.,Eonycteris spelaea,1
Betacoronavirus sp.,Erinaceus europaeus,24
Betacoronavirus sp.,Gerbilliscus leucogaster,1
Betacoronavirus sp.,Mastomys coucha,3
Betacoronavirus sp.,Micaelamys namaquensis,1
Betacoronavirus sp.,Miniopterus natalensis,1
Betacoronavirus sp.,Mus musculus,5
Betacoronavirus sp.,Myodes glareolus,5
Betacoronavirus sp.,Myotis punicus,1
Betacoronavirus sp.,Nycteris thebaica,1
Betacoronavirus sp.,Oryctolagus cuniculus,17
Betacoronavirus sp.,Peromyscus maniculatus,1
Betacoronavirus sp.,Rattus argentiventer,11
Betacoronavirus sp.,Rattus norvegicus,3
Betacoronavirus sp.,Rhinolophus ferrumequinum,65
Betacoronavirus sp.,Rhinolophus malayanus,9
Betacoronavirus sp.,Rhinolophus pusillus,5
Betacoronavirus sp.,Rhinolophus sinicus,2
Betacoronavirus sp.,Rhinolophus stheno,3
Betacoronavirus sp.,Rousettus sp.,4
Betacoronavirus sp. RmYN05,Rhinolophus malayanus,1
Betacoronavirus sp. RmYN07,Rhinolophus malayanus,1
Betacoronavirus sp. RmYN08,Rhinolophus malayanus,1
Betacoronavirus sp. RpYN06,Rhinolophus pusillus,1
Betacoronavirus sp. RsYN03,Rhinolophus sinicus,1
Betacoronavirus sp. RsYN04,Rhinolophus stheno,1
Betacoronavirus sp. RsYN09,Rhinolophus stheno,1
Betadintovirus terrapene,Terrapene carolina triunguis,1
Betaendornavirus sp.,Ceratobasidium cereale,3
Betaherpesvirinae sp.,Eptesicus furinalis,2
Betaherpesvirinae sp.,Molossus molossus,1
Betaherpesvirinae sp.,Myotis,1
Betaherpesvirinae sp.,Myotis sp.,4
Betaherpesvirinae sp.,Tadarida brasiliensis,12
Betanodavirus 1309W-F6,Evynnis cardinalis,1
Betanodavirus Dl-417-Dec17,Dicentrarchus labrax,2
Betanodavirus Dl-484-May18,Dicentrarchus labrax,2
Betanodavirus GNNV-HN11,Epinephelus coioides,1
Betanodavirus LCNV,Lates calcarifer,1
Betanodavirus N.Tun04.11,Dicentrarchus labrax,2
Betanodavirus N.Tun12.11,Sparus aurata,2
Betanodavirus N.Tun13.11,Dicentrarchus labrax,2
Betanodavirus N.Tun14.11,Dicentrarchus labrax,2
Betanodavirus N.Tun15.11,Dicentrarchus labrax,2
Betanodavirus N.Tun16.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun01.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun03.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun06.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun07.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun08.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun09.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun10.11,Dicentrarchus labrax,2
Betanodavirus S1.Tun11.11,Dicentrarchus labrax,2
Betanodavirus S2.Tun02.11,Dicentrarchus labrax,2
Betanodavirus S3.Tun05.11,Dicentrarchus labrax,2
Betanodavirus Sa-416-Dec17,Sparus aurata,2
Betanodavirus Sa-528-Aug18,Sparus aurata,2
Betanodavirus T4NV,Lates calcarifer,1
Betanodavirus siakap/UPM08-1MSP/2008/MYS,Perca,1
Betanodavirus sp.,Ambassis marianus,1
Betanodavirus sp.,Amblygaster clupeoides,1
Betanodavirus sp.,Chanos chanos,2
Betanodavirus sp.,Chelon auratus,1
Betanodavirus sp.,Chelon labrosus,2
Betanodavirus sp.,Danio rerio,1
Betanodavirus sp.,Dicentrarchus labrax,17
Betanodavirus sp.,Epinephelus,2
Betanodavirus sp.,Epinephelus coioides,2
Betanodavirus sp.,Epinephelus fuscoguttatus,2
Betanodavirus sp.,Epinephelus fuscoguttatus x Epinephelus lanceolatus,3
Betanodavirus sp.,Eubleekeria splendens,1
Betanodavirus sp.,Kuhlia rupestris,2
Betanodavirus sp.,Lates calcarifer,12
Betanodavirus sp.,Liza parsia,1
Betanodavirus sp.,Mugil cephalus,1
Betanodavirus sp.,Mystus gulio,1
Betanodavirus sp.,Oreochromis niloticus,1
Betanodavirus sp.,Planiliza tade,1
Betanodavirus sp.,Sardinella longiceps,1
Betanodavirus sp.,Scomber scombrus,1
Betanodavirus sp.,Serranidae,1
Betanodavirus sp.,Sparus aurata,6
Betanodavirus sp.,Thryssa dussumieri,1
Betanodavirus sp.,Upeneus sulphureus,1
Betapapillomavirus 1,Colobus guereza,2
Betapapillomavirus 1,Equidae,2
Betapapillomavirus 1,Homo sapiens,49
Betapapillomavirus 1,Macaca fascicularis,1
Betapapillomavirus 2,Equidae,2
Betapapillomavirus 2,Felis catus,1
Betapapillomavirus 2,Homo sapiens,129
Betapapillomavirus 3,Homo sapiens,16
Betapapillomavirus 4,Homo sapiens,2
Betapapillomavirus 5,Homo sapiens,3
Betapapillomavirus 6,Macaca fascicularis,2
Betapartitivirus sp.,Gaeumannomyces graminis,2
Betapartitivirus sp.,Thaumetopoea pityocampa,3
Betapleolipovirus HGPV1,Halogeometricum sp. CG-9,2
Betapleolipovirus HHPV3,Haloarcula hispanica,2
Betapleolipovirus HHPV4,Haloarcula hispanica,2
Betapleolipovirus HRPV10,Halorubrum,2
Betapleolipovirus HRPV11,Halorubrum,2
Betapleolipovirus HRPV12,Halorubrum,2
Betapleolipovirus HRPV3,Halorubrum sp. SP3-3,2
Betapolyomavirus hominis,Homo sapiens,178
Betapolyomavirus secuhominis,Homo sapiens,18
Betasatellite sp.,Solanum lycopersicum,1
Betasatellite sp. NIBSM-TRN,Solanum lycopersicum,1
Betascleroulivirus betaplasmoparae,Dermacentor silvarum,1
Betascleroulivirus betaplasmoparae,Haemaphysalis longicornis,2
Betascleroulivirus betaplasmoparae,Rhipicephalus sanguineus,4
Betascleroulivirus etaplasmoparae,Dermacentor silvarum,1
Betascleroulivirus etaplasmoparae,Haemaphysalis concinna,1
Betascleroulivirus etaplasmoparae,Haemaphysalis longicornis,1
Betatorquevirus sp.,Homo sapiens,57
