Species,Host,Count
Duck papillomavirus,Anatidae,3
Duck papillomavirus 3,Anas platyrhynchos,8
Duck papillomavirus 3,Anas rubripes,11
Duck parvovirus NM100,Cairina moschata,4
Duck parvovirus NM4,Cairina moschata,4
Duck picornavirus,Anas platyrhynchos,2
Duck picornavirus duck/FC22/China/2017,Anatidae,1
Duck rhabdovirus,Anas,4
Duck ssDNA virus,Anas platyrhynchos,1
Duck-associated chapparvovirus,Anas rubripes,4
Duck-associated chapparvovirus 1,Anas platyrhynchos,4
Duck-associated chapparvovirus 1,Anas rubripes,4
Duck-associated chapparvovirus 2,Anas rubripes,12
Duck-dominant coronavirus,Anatidae,109
Duck-dominant coronavirus,Columbidae,9
Dugbe orthonairovirus,Amblyomma gemma,49
Dugbe orthonairovirus,Amblyomma lepidum,6
Dugbe orthonairovirus,Amblyomma variegatum,32
Dugbe orthonairovirus,Rhipicephalus,1
Dugbe orthonairovirus,Rhipicephalus pulchellus,5
Dugejap virus 1,Dugesia japonica,1
Dugejap virus 2,Dugesia japonica,1
Dugejap virus 3,Dugesia japonica,2
Dugejap virus 4,Dugesia japonica,1
Duhcivirus defluviicola,activated sludge metagenome,3
Duke bunyavirus,Apis mellifera,3
Dumanli virus,Culex erythrothorax,1
Dumyat virus,Bombus sp.,1
Dundee virus,Pygoscelis adeliae,2
Durania phlebovirus,Lutzomyia,8
Duranta erecta leaf curl Lakshmangarh virus,Duranta erecta,1
Duranta leaf curl virus,Carica papaya,7
Duranta leaf curl virus,Duranta erecta,13
Duranta leaf curl virus,Ficus virens,6
Durham tupavirus,Aves,14
Durnavirales sp.,Dryobates minor,1
Durnavirales sp.,Motacilla cinerea,1
Duvenhage lyssavirus,Chiroptera,6
Duvenhage lyssavirus,Homo sapiens,39
Duvenhage lyssavirus,Miniopterus,6
Duvenhage lyssavirus,Mus musculus,1
Duvenhage lyssavirus,Nycteris thebaica,1
Dyochipapillomavirus 1,Equus asinus,11
Dyodeltapapillomavirus 1,Sus scrofa,15
Dyoetapapillomavirus 1,Erinaceus europaeus,14
Dyoiotapapillomavirus 1,Bos taurus,1
Dyoiotapapillomavirus 1,Equidae,5
Dyoiotapapillomavirus 1,Equus caballus,128
Dyoiotapapillomavirus 2,Equus caballus,29
Dyokappapapillomavirus 1,Ovis aries,14
Dyokappapapillomavirus 2,Rupicapra rupicapra,13
Dyokappapapillomavirus 3,Bos taurus,14
Dyokappapapillomavirus 4,Bos taurus,12
Dyokappapapillomavirus 5,Pudu puda,13
Dyolambdapapillomavirus 1,Bettongia penicillata,14
Dyomupapillomavirus 1,Morelia spilota spilota,14
Dyonupapillomavirus 1,Zalophus californianus,14
Dyoomegapapillomavirus 1,Eptesicus serotinus,12
Dyoomikronpapillomavirus 1,Alouatta guariba clamitans,16
Dyoomikronpapillomavirus 1,Saimiri sciureus,24
Dyophipapillomavirus 1,Talpa europaea,21
Dyopipapillomavirus 1,Phocoena phocoena,12
Dyopipapillomavirus 1,Tursiops truncatus,6
Dyopsipapillomavirus 1,Eptesicus serotinus,18
Dyorhopapillomavirus 1,Equus ferus,28
Dyosigmapapillomavirus 1,Castor canadensis,10
Dyotaupapillomavirus 1,Miniopterus schreibersii,20
Dyothetapapillomavirus 1,Feliformia,6
Dyothetapapillomavirus 1,Felis catus,19
Dyoupsilonpapillomavirus 1,Eidolon helvum,14
Dyoxipapillomavirus 1,Bos taurus,32
Dyoxipapillomavirus 1,Rhinolophus blythi,9
Dyoxipapillomavirus 1,Scotophilus kuhlii,2
Dyoxipapillomavirus 2,Bos taurus,26
Dyozetapapillomavirus 1,Caretta caretta,15
Dyozetapapillomavirus 1,Chelonia mydas,23
Dzifa herpesvirus,Triaenops afer,3
Eagle poxvirus,Haliaeetus pelagicus,1
East African cassava mosaic Cameroon virus,Combretum confertum,3
East African cassava mosaic Cameroon virus,Leucaena leucocephala,7
East African cassava mosaic Cameroon virus,Manihot esculenta,142
East African cassava mosaic Cameroon virus,Manihot glaziovii,7
East African cassava mosaic Cameroon virus,Senna occidentalis,7
East African cassava mosaic Kenya virus,Manihot esculenta,822
East African cassava mosaic Malawi virus,Manihot esculenta,220
East African cassava mosaic Malawi virus,Nicotiana benthamiana,4
East African cassava mosaic Zanzibar virus,Manihot esculenta,128
East African cassava mosaic virus,Centrosema pubescens,4
East African cassava mosaic virus,Jatropha curcas,168
East African cassava mosaic virus,Manihot esculenta,1400
East African cassava mosaic virus,Manihot glaziovii,104
East African cassava mosaic virus,Markhamia zanzibarica,8
East African cassava mosaic virus,Neustanthus phaseoloides,4
East Asian Passiflora distortion virus,Passiflora edulis,5
East Asian Passiflora virus,Passiflora,14
East Asian Passiflora virus,Passiflora edulis,65
Eastern box turtle adenovirus,Terrapene carolina carolina,3
Eastern chimpanzee porprismacovirus 1,Pan troglodytes,1
Eastern chimpanzee porprismacovirus 2,Pan troglodytes,1
Eastern chimpanzee porprismacovirus 3,Pan troglodytes,1
Eastern chimpanzee porprismacovirus 4,Pan troglodytes,1
Eastern chimpanzee porprismacovirus 5,Pan troglodytes,1
Eastern chimpanzee porprismacovirus 6,Pan troglodytes,1
Eastern chimpanzee simian foamy virus,Homo sapiens,10
Eastern equine encephalitis virus,Aedes,18
Eastern equine encephalitis virus,Aedes vexans,8
Eastern equine encephalitis virus,Agelaius phoeniceus,2
Eastern equine encephalitis virus,Anopheles,4
Eastern equine encephalitis virus,Anopheles punctipennis,4
Eastern equine encephalitis virus,Aves,6
Eastern equine encephalitis virus,Balearica regulorum,2
Eastern equine encephalitis virus,Canis lupus familiaris,2
Eastern equine encephalitis virus,Cardinalis cardinalis,2
Eastern equine encephalitis virus,Catharus ustulatus,2
Eastern equine encephalitis virus,Cervidae,2
Eastern equine encephalitis virus,Columbidae,6
Eastern equine encephalitis virus,Coquillettidia,4
Eastern equine encephalitis virus,Coquillettidia perturbans,52
Eastern equine encephalitis virus,Corvus,2
Eastern equine encephalitis virus,Corvus brachyrhynchos,12
Eastern equine encephalitis virus,Cricetinae,8
Eastern equine encephalitis virus,Culex,14
Eastern equine encephalitis virus,Culex erraticus,8
Eastern equine encephalitis virus,Culex nigripalpus,8
Eastern equine encephalitis virus,Culex pipiens,1
Eastern equine encephalitis virus,Culex restuans,6
Eastern equine encephalitis virus,Culex salinarius,8
Eastern equine encephalitis virus,Culex territans,2
Eastern equine encephalitis virus,Culicidae,107
Eastern equine encephalitis virus,Culiseta,24
Eastern equine encephalitis virus,Culiseta melanura,405
Eastern equine encephalitis virus,Culiseta minnesotae,2
Eastern equine encephalitis virus,Culiseta morsitans,4
Eastern equine encephalitis virus,Cyanocitta,2
Eastern equine encephalitis virus,Cyanocitta cristata,10
Eastern equine encephalitis virus,Dromaius novaehollandiae,6
Eastern equine encephalitis virus,Dumetella carolinensis,2
Eastern equine encephalitis virus,Empidonax alnorum,2
Eastern equine encephalitis virus,Empidonax traillii,2
Eastern equine encephalitis virus,Equus caballus,223
Eastern equine encephalitis virus,Equus ferus,22
Eastern equine encephalitis virus,Eudocimus,2
Eastern equine encephalitis virus,Eudocimus albus,6
Eastern equine encephalitis virus,Fringillidae,10
Eastern equine encephalitis virus,Geothlypis trichas,2
Eastern equine encephalitis virus,Gruidae,2
Eastern equine encephalitis virus,Grus americana,2
Eastern equine encephalitis virus,Haliaeetus leucocephalus,4
Eastern equine encephalitis virus,Hirundo rustica,2
Eastern equine encephalitis virus,Homo sapiens,18
Eastern equine encephalitis virus,Leiothlypis celata,2
Eastern equine encephalitis virus,Meleagris gallopavo,2
Eastern equine encephalitis virus,Melospiza melodia,2
Eastern equine encephalitis virus,Mimidae,6
Eastern equine encephalitis virus,Mimus polyglottos,2
Eastern equine encephalitis virus,Molothrus,2
Eastern equine encephalitis virus,Myotis sp.,2
Eastern equine encephalitis virus,Ochlerotatus canadensis,26
Eastern equine encephalitis virus,Ochlerotatus infirmatus,8
Eastern equine encephalitis virus,Odocoileus virginianus,2
Eastern equine encephalitis virus,Passerella iliaca,2
Eastern equine encephalitis virus,Passerina cyanea,4
Eastern equine encephalitis virus,Phasianinae,16
Eastern equine encephalitis virus,Phasianus,4
Eastern equine encephalitis virus,Phasianus colchicus,12
Eastern equine encephalitis virus,Phoca vitulina,1
Eastern equine encephalitis virus,Psorophora ferox,2
Eastern equine encephalitis virus,Quiscalus,2
Eastern equine encephalitis virus,Quiscalus quiscula,8
Eastern equine encephalitis virus,Seiurus aurocapilla,4
Eastern equine encephalitis virus,Setophaga coronata,2
Eastern equine encephalitis virus,Sturnus vulgaris,2
Eastern equine encephalitis virus,Threskiornithidae,2
Eastern equine encephalitis virus,Thryothorus ludovicianus,2
Eastern equine encephalitis virus,Vicugna pacos,2
Eastern equine encephalitis virus,Vireo griseus,4
Eastern equine encephalitis virus,Vireo olivaceus,6
Eastern equine encephalitis virus,Zenaida,2
Eastern equine encephalitis virus,Zenaida macroura,10
Eastern equine encephalitis virus,Zonotrichia,2
Eastern equine encephalitis virus,Zonotrichia albicollis,12
Eastern kangaroopox virus,Macropus giganteus,509
Eastern lesser bamboo lemur adenovirus,Hapalemur griseus,1
Eastern mosquitofish arenavirus,Gambusia holbrooki,2
Eastern mosquitofish bastrovirus,Gambusia holbrooki,2
Eastern mosquitofish hepevirus,Gambusia holbrooki,1
Eastern red scorpionfish astrovirus,Scorpaena jacksoniensis,1
Eastern red scorpionfish flavivirus,Scorpaena jacksoniensis,1
Eastern red scorpionfish picornavirus,Scorpaena jacksoniensis,1
Eastern school whiting hepadnavirus FL4,Sillago flindersi,1
Eastern school whiting picornavirus FL5,Sillago flindersi,1
Eastern sea garfish astrovirus,Hyporhamphus australis,1
Eastern sea garfish hepatitis B virus,Hyporhamphus australis,1
Eastern sea garfish picornavirus,Hyporhamphus australis,1
Eastern sea garfish rhabdovirus FL9,Hyporhamphus australis,1
Eastern sea garfish-associated bunya-like virus,Hyporhamphus australis,1
Eastern sea garfish-associated rhabdo-like virus,Hyporhamphus australis,1
Eccles virus,Drosophila suzukii,6
Ecclesville picorna-like virus,Haemagogus,2
Echarate phlebovirus,Homo sapiens,8
Echerichia phage vB_EcoM_SP13,Escherichia sp.,112
Echidna ERV,Tachyglossus aculeatus,3
Echinochloa crusgalli partitivirus,Echinochloa crus-galli,2
Echinoderm berhavirus,Echinodermata,8
Echovirus,Homo sapiens,7
Ecklonia maxima phaeovirus,Ecklonia maxima,4
Ecklonia radiata phaeovirus,Ecklonia radiata,5
Ecklonia radiata-associated virus 1,Ecklonia radiata,2
Ecklonia radiata-associated virus 10,Ecklonia radiata,2
Ecklonia radiata-associated virus 11,Ecklonia radiata,2
Ecklonia radiata-associated virus 2,Ecklonia radiata,2
Ecklonia radiata-associated virus 3,Ecklonia radiata,2
Ecklonia radiata-associated virus 4,Ecklonia radiata,2
Ecklonia radiata-associated virus 5,Ecklonia radiata,4
Ecklonia radiata-associated virus 6,Ecklonia radiata,2
Ecklonia radiata-associated virus 7,Ecklonia radiata,4
Ecklonia radiata-associated virus 8,Ecklonia radiata,2
Ecklonia radiata-associated virus 9,Ecklonia radiata,1
Eclipta yellow vein alphasatellite,Eclipta,2
Eclipta yellow vein betasatellite,Capsicum,2
Eclipta yellow vein betasatellite,Eclipta prostrata,1
Eclipta yellow vein virus,Ageratum,6
Eclipta yellow vein virus,Andrographis paniculata,6
Eclipta yellow vein virus,Eclipta prostrata,12
Eclipta yellow vein virus,Hibiscus cannabinus,6
Ectocarpus fasciculatus virus a,Ectocarpus fasciculatus,2
Ectocarpus siliculosus virus 1,Ectocarpus fasciculatus,3
Ectromelia virus,Homo sapiens,183
Ectromelia virus,Mus,1
Ectromelia virus,Mus musculus,402
Ectromelia virus,Vulpes vulpes,1
Ectropis grisescens nucleopolyhedrovirus,Ectropis grisescens,3
Ectropis obliqua nucleopolyhedrovirus,Ectropis,131
Ectropis obliqua nucleopolyhedrovirus,Ectropis grisescens,128
Ectropis obliqua nucleopolyhedrovirus,Ectropis obliqua,105
Ectropis obliqua virus,Ectropis obliqua,3
Ecuadorian rocoto virus,Capsicum annuum,1
Edge Hill virus,Culicidae,1
Edge Hill virus,Ochlerotatus bancroftianus,1
Edge Hill virus,Ochlerotatus camptorhynchus,1
Edge Hill virus,Ochlerotatus normanensis,1
Edge Hill virus,Ochlerotatus vigilax,4
Edgeworthia chrysantha mosaic-associated virus,Edgeworthia chrysantha,3
Edwardsiella phage ETP-1,Edwardsiella tarda,49
Edwardsiella phage Edno5,Edwardsiella anguillarum,152
Edwardsiella phage PEi26,Edwardsiella ictaluri,300
Edwardsiella phage PVN06,Edwardsiella ictaluri,69
Edwardsiella phage PVN09,Edwardsiella ictaluri,48
Edwardsiella phage eiAU-183,Edwardsiella ictaluri,108
Edwardsiella phage eiDWF,Edwardsiella ictaluri,52
Edwardsiella phage eiMSLS,Edwardsiella ictaluri,52
Edwardsiella phage vB_EpM_ZHS,Edwardsiella piscicida,110
Edwardsiella phage vB_EpP_ZHX,Edwardsiella piscicida,46
Edwardsiella phage vB_EtaM_ET-ABTNL-9,Edwardsiella tarda,65
Edwardsiella virus GF2,Edwardsiella,164
Edwardsiella virus KF1,Edwardsiella,146
Edwardsiella virus MSW3,Edwardsiella,134
Edwardsiella virus PEi20,Edwardsiella ictaluri,602
Edwardsiella virus PEi21,Edwardsiella ictaluri,142
Edwardsiella virus eiAU,Edwardsiella ictaluri,162
Edwardsiella virus pEtSU,Edwardsiella tarda,568
Eel circovirus,Anguilla anguilla,1
Eel picornavirus Eel/14980,Anguilla japonica,1
Eel picornavirus Eel/31945,Anguilla japonica,1
Eel picornavirus Eel/47626,Anguilla japonica,1
Eelpout rhabdovirus,Zoarces viviparus,5
Efbeekayvirus Fbkp27,Klebsiella pneumoniae,93
Efquatrovirus SHEF2,Enterococcus faecalis,67
Efquatrovirus SHEF4,Enterococcus faecalis,63
Egaenus convexus mitovirus 1,Egaenus convexus,1
Eggerthella phage EL753P1,Eggerthella lenta,59
Eggerthella virus PMBT5,Eggerthella lenta,88
Eggplant carlavirus,Solanum melongena,11
Eggplant golden mosaic virus,Piperaceae,15
Eggplant golden mosaic virus,Solanum melongena,18
Eggplant leaf curl Chhattisgarh virus,Solanum melongena,24
Eggplant mild mottle virus,Solanum melongena,1
Eggplant mosaic virus,Solanum lycopersicum,3
Eggplant mosaic virus,Solanum melongena,3
Eggplant mottled crinkle virus,Eustoma grandiflorum,5
Eggplant mottled crinkle virus,Geranium,1
Eggplant mottled crinkle virus,Pyrus communis,1
Eggplant mottled crinkle virus,Solanum hyporhodium,1
Eggplant mottled crinkle virus,Solanum melongena,18
Eggplant mottled crinkle virus,Zantedeschia,1
Eggplant mottled crinkle virus,Zantedeschia jucunda,6
Eggplant mottled dwarf alphanucleorhabdovirus,Cucumis sativus,7
Eggplant mottled dwarf alphanucleorhabdovirus,Solanum melongena,7
Eggplant mottled dwarf nucleorhabdovirus,Agapanthus,15
Eggplant mottled dwarf nucleorhabdovirus,Capparis spinosa,7
Eggplant mottled dwarf nucleorhabdovirus,Codiaeum variegatum,1
Eggplant mottled dwarf nucleorhabdovirus,Cucumis sativus,12
Eggplant mottled dwarf nucleorhabdovirus,Hibiscus rosa-sinensis,13
Eggplant mottled dwarf nucleorhabdovirus,Hibiscus syriacus,1
Eggplant mottled dwarf nucleorhabdovirus,Hydrangea macrophylla,1
Eggplant mottled dwarf nucleorhabdovirus,Lonicera japonica,6
Eggplant mottled dwarf nucleorhabdovirus,Nicotiana tabacum,9
Eggplant mottled dwarf nucleorhabdovirus,Pittosporum tobira,18
Eggplant mottled dwarf nucleorhabdovirus,Podranea ricasoliana,1
Eggplant mottled dwarf nucleorhabdovirus,Solanum lycopersicum,9
Eggplant mottled dwarf nucleorhabdovirus,Solanum melongena,21
Eggplant mottled dwarf nucleorhabdovirus,Solanum nigrum,2
Eggplant virus A,Solanum melongena,1
Egyptian fruit bat betaherpesvirus,Rousettus aegyptiacus,1
Egyptian fruit bat gammaherpesvirus,Rousettus aegyptiacus,1
Eidolon bat coronavirus,Eidolon helvum,315
Eidolon bat coronavirus,Epomophorus gambianus,6
Eidolon bat coronavirus,Hipposideros ruber,1
Eidolon bat coronavirus,Lissonycteris angolensis,1
Eidolon bat coronavirus,Mops pumilus,1
Eidolon bat coronavirus,Neoromicia somalicus,1
Eidolon bat coronavirus,Rhinopoma hardwickii,1
Eidolon bat coronavirus,Rousettus aegyptiacus,6
Eidolon bat coronavirus/Kenya/KY24/2006,Eidolon helvum,340
Eidolon bat coronavirus/Kenya/KY24/2006,Epomops franqueti,5
Eidolon bat coronavirus/Kenya/KY24/2006,Megaloglossus woermanni,3
Eidolon bat coronavirus/Kenya/KY24/2006,Mops condylurus,1
Eidolon bat coronavirus/Kenya/KY24/2006,Rousettus aegyptiacus,1
Eidolon bat coronavirus/Kenya/KY24/2006,Scotophilus dinganii,2
Eidolon bat coronavirus/Kenya/KY24/2006,Tadarida,2
Eidolon bat coronavirus/Kenya/KY24/2006,Triaenops persicus,5
Eidolon dupraenum simplexvirus 1,Eidolon dupreanum,9
Eidolon dupreanum nobecovirus,Eidolon dupreanum,1
Eidolon helvum adenovirus,Eidolon helvum,38
Eidolon helvum adenovirus 1,Eidolon helvum,1
Eidolon helvum adenovirus 2,Eidolon helvum,1
Eidolon helvum adenovirus 3,Eidolon helvum,1
Eidolon helvum herpesvirus 1,Eidolon helvum,1
Eidolon helvum herpesvirus 2,Eidolon helvum,1
Eidolon helvum kobuvirus,Eidolon helvum,1
Eidolon helvum lung retrovirus 1,Eidolon helvum,1
Eidolon helvum papillomavirus,Eidolon helvum,3
Eidolon helvum papillomavirus 4,Eidolon helvum,1
Eidolon helvum papillomavirus 5,Eidolon helvum,1
Eidolon helvum papillomavirus 6,Eidolon helvum,1
Eidolon helvum papillomavirus 7,Eidolon helvum,1
Eidolon helvum paramyxovirus,Eidolon helvum,99
Eidolon helvum parvovirus 2,Eidolon helvum,1
Eidolon helvum polyomavirus 1,Eidolon helvum,10
Eidolon helvum poxvirus 1,Eidolon helvum,1
Eidolon helvum simplexvirus 1,Eidolon helvum,3
Eidolon helvum throat retrovirus 1,Eidolon helvum,1
Eidolon paramyxovirus RC09,Eidolon helvum,21
Eidolon polyomavirus 2,Eidolon helvum,1
Eilat virus,Anopheles coustani,6
Eilat virus,Culex pipiens,3
Eimeria stiedai RNA virus 1,Eimeria stiedai,4
Eimeria stiedai RNA virus 1,Oryctolagus cuniculus,3
Eimeria tenella RNA virus 1-like virus,Chiroptera,2
Ek Balam virus,Culex quinquefasciatus,2
Ekpoma 1 tibrovirus,Homo sapiens,16
Ekpoma 2 tibrovirus,Homo sapiens,16
Ekpoma virus,Homo sapiens,13
El Moro Canyon orthohantavirus,Neotoma mexicana,1
El Moro Canyon orthohantavirus,Peromyscus maniculatus,2
El Moro Canyon orthohantavirus,Peromyscus melanotis,1
El Moro Canyon orthohantavirus,Reithrodontomys megalotis,23
El Moro Canyon orthohantavirus,Reithrodontomys sumichrasti,4
Elaphodus cephalophus bocaparvovirus,Elaphodus cephalophus,3
Elapid 1 orthobornavirus,Elapsoidea loveridgei,12
Elderberry aureusvirus 1,Sambucus nigra,49
Elderberry carlavirus A,Sambucus,12
Elderberry carlavirus B,Sambucus,12
Elderberry latent virus,Chenopodium quinoa,10
Elderberry latent virus,Sambucus,4
Elemess virus,Culex erythrothorax,26
Elephant endotheliotropic herpesvirus 2,Loxodonta africana,248
Elephant endotheliotropic herpesvirus 3,Elephas maximus,10
Elephant endotheliotropic herpesvirus 3,Loxodonta africana,199
Elephant endotheliotropic herpesvirus 4,Elephas maximus,323
Elephant endotheliotropic herpesvirus 5,Elephas maximus,527
Elephant endotheliotropic herpesvirus 6,Loxodonta africana,199
Elephant endotheliotropic herpesvirus 7,Loxodonta africana,11
Elephant gammaherpesvirus 1B,Loxodonta africana,3
Elephant gammaherpesvirus 2,Elephas maximus,2
Elephant gammaherpesvirus 2,Loxodonta africana,3
Elephant gammaherpesvirus 3A,Elephas maximus,2
Elephant gammaherpesvirus 3B,Loxodonta africana,3
Elephant gammaherpesvirus 4,Loxodonta africana,1
Elephant gammaherpesvirus 5,Elephas maximus,1
Elephant gammaherpesvirus 5,Loxodonta africana,1
Elephantid betaherpesvirus 1,Elephas maximus,3577
Elephantid herpesvirus 3,Elephas maximus,1
Elephantid herpesvirus 4,Elephas maximus,1
Elephantid herpesvirus 6,Loxodonta africana,1
Elephantopus scaber closterovirus,Elephantopus scaber,10
Elephas maximus gammaherpesvirus 1,Elephas maximus,1
Eleusine indica associated virus,Eleusine indica,6
